,Algorithm,Components,Clusters,Homogeneity,WCSS,Time
0,PCA,5,2,0.08071415180779319,15015.70081020005,0.03389919999999336
0,PCA,5,3,0.10215207061201517,12020.956784707341,0.0825063000000057
0,PCA,5,4,0.1201458881256699,9753.7082800319,0.07651169999999752
0,PCA,5,5,0.1768313845930504,8190.561890529757,0.07927100000000564
0,PCA,5,6,0.17668399309867505,7394.487223625321,0.080682699999997
0,PCA,5,7,0.2140279728155356,6300.993615941727,0.14440799999999854
0,PCA,5,8,0.26003187359933316,5531.470134686787,0.1777351000000067
0,PCA,5,9,0.25203247194766776,5049.713090972056,0.11161380000000065
0,PCA,5,10,0.22239490795725714,4538.73445338284,0.12044749999999738
0,PCA,5,11,0.2605803850431018,4024.3207959102915,0.16777910000000418
0,PCA,5,12,0.25682101593643275,3600.2520542150123,0.20698659999999336
0,PCA,5,13,0.22778598532197705,3185.1181935477057,0.16038299999999595
0,PCA,5,14,0.278723130220775,2826.821308969782,0.1993653999999907
0,PCA,5,15,0.2695109716012753,2529.2267813782105,0.1867656000000011
0,PCA,5,16,0.2769004650364605,2177.6337583543664,0.20716970000000856
0,PCA,5,17,0.26293246690535743,2083.0668302526155,0.1910216999999932
0,PCA,5,18,0.2817519814342004,1705.9790900293217,0.21743750000000261
0,PCA,5,19,0.28073428509466886,1552.7305855190916,0.24214100000000371
0,PCA,6,1,0.0,25067.06914977326,0.04542470000001231
0,PCA,6,2,0.08071415180779319,17275.24567752649,0.09153879999999504
0,PCA,6,3,0.10215207061201517,13932.859168363899,0.06610519999999553
0,PCA,6,4,0.15203525790000977,11514.555019650026,0.19645109999999022
0,PCA,6,5,0.24590651812324732,9771.986622705337,0.12610870000000318
0,PCA,6,6,0.25689657639387475,8603.098910778755,0.10781389999999647
0,PCA,6,7,0.2581433382766667,7827.024660487502,0.10765949999999691
0,PCA,6,8,0.2658807680995202,6830.043190857086,0.08605990000000929
0,PCA,6,9,0.2583211327295435,6289.943299257126,0.13028260000000103
0,PCA,6,10,0.26593197915611044,5777.919087090458,0.15281560000001093
0,PCA,6,11,0.24962055585733792,5223.53168042061,0.12606329999999843
0,PCA,6,12,0.27051018948842814,4648.734613296077,0.1664104999999978
0,PCA,6,13,0.27702969706207403,4244.434438868109,0.1748528000000107
0,PCA,6,14,0.2782494976935853,3774.7612769906495,0.1460600999999997
0,PCA,6,15,0.26395277034195586,3490.6742469116584,0.15066609999999514
0,PCA,6,16,0.2887908259899483,3010.5875481709327,0.19337570000000426
0,PCA,6,17,0.2888305588038405,2802.611044162337,0.19911630000000002
0,PCA,6,18,0.29461828305143145,2434.03469898372,0.19247389999999598
0,PCA,6,19,0.29512260606971663,2212.251786021668,0.18345120000000747
0,PCA,7,1,0.0,26894.125230621583,0.026467500000009636
0,PCA,7,2,0.08071415180779319,19101.925068787787,0.05666629999998918
0,PCA,7,3,0.10215207061201517,15753.539694194014,0.05161139999999875
0,PCA,7,4,0.15203525790000977,13324.989675757306,0.05605500000000063
0,PCA,7,5,0.21401714834890745,11734.81101031316,0.07750509999999622
0,PCA,7,6,0.2582841457124341,10331.084062231355,0.06888490000000047
0,PCA,7,7,0.22014223093365537,9901.868679496556,0.1140715999999884
0,PCA,7,8,0.2640155363298223,8542.911673796396,0.09753990000000101
0,PCA,7,9,0.2649717594816952,7947.260812301951,0.124073199999998
0,PCA,7,10,0.29717261812341,7402.744227350239,0.11587679999999523
0,PCA,7,11,0.2647430599219056,6786.896247365308,0.13580690000000573
0,PCA,7,12,0.27785742207497766,6232.229034730963,0.15184080000000222
0,PCA,7,13,0.2655332286768302,5745.743277050463,0.15112870000001521
0,PCA,7,14,0.2817733987624932,5222.194004807936,0.14558119999998098
0,PCA,7,15,0.287436891246342,4860.048745383632,0.1624121000000116
0,PCA,7,16,0.2888065440272425,4513.274844589274,0.17731669999997735
0,PCA,7,17,0.2833418755308167,3971.7406212579713,0.19182709999998337
0,PCA,7,18,0.2922754788424204,3824.403466985903,0.21456150000000207
0,PCA,7,19,0.2911714440939834,3287.294015785217,0.23302530000000843
0,PCA,8,1,0.0,27980.09265716539,0.02005500000001348
0,PCA,8,2,0.08071415180779319,20187.412877239985,0.03399640000000659
0,PCA,8,3,0.10215207061201517,16834.55374465494,0.0473096000000055
0,PCA,8,4,0.15203525790000977,14382.033818722897,0.06623880000000781
0,PCA,8,5,0.24590651812324732,12590.417848221507,0.06555040000000645
0,PCA,8,6,0.2202309159041324,11463.821739635381,0.08902499999999236
0,PCA,8,7,0.2569403414310417,10569.6263937617,0.08310299999999415
0,PCA,8,8,0.25448238943458684,9695.68952944574,0.12419119999998429
0,PCA,8,9,0.2663153985583724,9048.262122479277,0.10909669999998073
0,PCA,8,10,0.2791766996342556,8435.218743988195,0.11761899999999059
0,PCA,8,11,0.2790802860750496,7831.372886247376,0.1586575000000039
0,PCA,8,12,0.2659852843592318,7240.972560526225,0.13414499999998952
0,PCA,8,13,0.2808361265835546,6677.957255480544,0.1558952999999974
0,PCA,8,14,0.2736038513025339,6262.6380013549415,0.1954930999999931
0,PCA,8,15,0.29688400904825946,5894.394745796423,0.1865015999999855
0,PCA,8,16,0.28895138040279433,5363.552350580928,0.22443569999998658
0,PCA,8,17,0.2851344636431771,4965.541370448146,0.23810869999999795
0,PCA,8,18,0.27920646078243533,4579.181512632486,0.21909700000000498
0,PCA,8,19,0.304179167446519,4381.399168268714,0.22425350000000321
0,PCA,9,1,0.0,28884.497377720007,0.019407299999983252
0,PCA,9,2,0.08071415180779319,21091.796087016435,0.03965919999998846
0,PCA,9,3,0.10215207061201517,17736.76190656437,0.06835179999998786
0,PCA,9,4,0.11398202809170806,15419.678898654629,0.05558110000001193
0,PCA,9,5,0.24590651812324732,13454.944782425497,0.06609149999999886
0,PCA,9,6,0.2413280156732201,12705.008534848714,0.10262300000002256
0,PCA,9,7,0.271129474291727,11471.932676285574,0.11500569999998334
0,PCA,9,8,0.26746499944998325,10549.357671706322,0.10171189999999797
0,PCA,9,9,0.2738131412192859,10045.743337920465,0.11762120000000209
0,PCA,9,10,0.27755693845846363,9332.836506111058,0.12388559999999416
0,PCA,9,11,0.2807738739435414,8600.140542708024,0.12498349999998482
0,PCA,9,12,0.2733738951428604,8091.590260912301,0.12536610000000792
0,PCA,9,13,0.2667209217164932,7656.324854638132,0.14043680000000336
0,PCA,9,14,0.2975065621162483,7142.65684234718,0.1484036999999887
0,PCA,9,15,0.29280993117859755,6680.38838702443,0.15834110000000123
0,PCA,9,16,0.28205312152993833,6258.940965872038,0.1645091999999977
0,PCA,9,17,0.30522934089472636,5834.807919675134,0.16897079999998255
0,PCA,9,18,0.3033581417451398,5529.326608577223,0.18251730000000066
0,PCA,9,19,0.3115291194297309,5128.501404114425,0.19499139999999215
0,PCA,10,1,0.0,29759.415895727856,0.023157600000018874
0,PCA,10,2,0.08071415180779319,21966.706142252686,0.040930699999989884
0,PCA,10,3,0.10215207061201517,18611.354148044367,0.05703809999999976
0,PCA,10,4,0.15203525790000977,16129.975714896504,0.06304570000000354
0,PCA,10,5,0.24590651812324732,14323.450193914663,0.07099250000001689
0,PCA,10,6,0.25457942364846897,13469.472916644963,0.07812010000000669
0,PCA,10,7,0.25580064863292923,12317.838529018725,0.09435910000001968
0,PCA,10,8,0.2801795653627437,11343.224428401438,0.10378339999999753
0,PCA,10,9,0.2481467710905112,10796.596946626258,0.1256586000000084
0,PCA,10,10,0.2674580964318708,9948.346925364724,0.13270680000002244
0,PCA,10,11,0.29553451259711255,9525.645274304665,0.13294520000002308
0,PCA,10,12,0.30862100087509026,8796.810577755467,0.14217490000001476
0,PCA,10,13,0.282538776356359,8409.704772196288,0.16349300000001676
0,PCA,10,14,0.3067316507742764,7904.333614789963,0.16733219999997573
0,PCA,10,15,0.32703532788377,7487.791241607829,0.16832000000002267
0,PCA,10,16,0.3227514177632718,7130.705102622931,0.18676529999999048
0,PCA,10,17,0.3069527380117545,6595.17401359638,0.18866629999999418
0,PCA,10,18,0.2991383648518856,6280.859264850139,0.20034950000001572
0,PCA,10,19,0.3168217182744085,5809.360722661458,0.21609119999999393
0,PCA,11,1,0.0,30546.870267639504,0.021622400000012476
0,PCA,11,2,0.08071415180779319,22754.01712811824,0.04587570000001051
0,PCA,11,3,0.10215207061201517,19396.423541336884,0.06100010000000111
0,PCA,11,4,0.15203525790000977,16915.040335127207,0.06562660000000164
0,PCA,11,5,0.2459065181232473,15100.973327657513,0.06976989999998295
0,PCA,11,6,0.2515247998719906,14132.723247271653,0.07929409999999848
0,PCA,11,7,0.26949215833122875,13150.416794571503,0.08178999999998382
0,PCA,11,8,0.24938573009421722,12130.397900658007,0.09941499999999337
0,PCA,11,9,0.2811229618642339,11437.201162642452,0.1178060999999957
0,PCA,11,10,0.28374478028849015,10610.939981891568,0.11119259999998121
0,PCA,11,11,0.2990646400814349,10189.973669423736,0.13562820000001352
0,PCA,11,12,0.28462363923750217,9567.061770221388,0.16687260000000492
0,PCA,11,13,0.3184737378948654,9033.358319314513,0.18172749999999382
0,PCA,11,14,0.3084882605218977,8437.380139999383,0.1936217999999883
0,PCA,11,15,0.3434804192271586,7998.552281170905,0.23880230000000324
0,PCA,11,16,0.32688483531299817,7598.01512534412,0.18520080000001826
0,PCA,11,17,0.3339289376971876,7044.508502693449,0.19968810000000303
0,PCA,11,18,0.3093013481358685,6825.401944371892,0.21127339999998185
0,PCA,11,19,0.3262699525749648,6545.822552263119,0.5814057999999989
0,PCA,12,1,0.0,31232.851846298774,0.02263990000000149
0,PCA,12,2,0.08071415180779319,23439.9945431966,0.037214300000016465
0,PCA,12,3,0.10215207061201517,20082.153043991842,0.071423899999985
0,PCA,12,4,0.11398202809170806,17760.852247982828,0.07585729999999558
0,PCA,12,5,0.18245083419459024,16120.526585152715,0.07941480000002343
0,PCA,12,6,0.2667761698055337,14819.20906924825,0.07855860000000803
0,PCA,12,7,0.27526260942523384,13839.906823667137,0.09585930000000076
0,PCA,12,8,0.26373640670245,13056.1557616216,0.10329050000001416
0,PCA,12,9,0.26353728085368483,12152.612546402896,0.1242710999999872
0,PCA,12,10,0.28663687054718817,11454.121276456319,0.13898840000001655
0,PCA,12,11,0.30043905812345306,10649.79915518033,0.16245430000000738
0,PCA,12,12,0.29474887562026636,10226.879497192547,0.14905100000001426
0,PCA,12,13,0.30416486305001844,9819.678288995037,0.19961250000000064
0,PCA,12,14,0.30854823610563287,9222.33411433093,0.18509969999999498
0,PCA,12,15,0.316908533390312,8646.395788415137,0.18162250000000313
0,PCA,12,16,0.3265279627113244,8163.679109127342,0.2942423000000076
0,PCA,12,17,0.30320834643758227,7729.386867794183,0.2580428999999924
0,PCA,12,18,0.3059545144131561,7332.129122653719,0.23603440000002252
0,PCA,12,19,0.3130444700318676,7026.657548504132,0.24207219999999552
0,PCA,13,1,0.0,31833.232947154986,0.033633299999991095
0,PCA,13,2,0.08071415180779319,24040.375639468126,0.06012849999999048
0,PCA,13,3,0.10215207061201517,20681.345337194234,0.07121380000000954
0,PCA,13,4,0.15203525790000977,18198.35877055942,0.08215309999999931
0,PCA,13,5,0.24590651812324732,16380.704954748167,0.08905229999999165
0,PCA,13,6,0.2418463291374291,15620.902650922508,0.1077502999999922
0,PCA,13,7,0.25837018376312476,14257.4653160892,0.11606210000002193
0,PCA,13,8,0.220268946375613,13619.865769543712,0.16467399999999088
0,PCA,13,9,0.28619424526437276,12780.510558158441,0.13681450000001405
0,PCA,13,10,0.28492852967218457,12048.727992143431,0.1575806999999827
0,PCA,13,11,0.28736331157072226,11537.908074497713,0.17745419999999967
0,PCA,13,12,0.2966335398083383,11060.233877488292,0.17860419999999522
0,PCA,13,13,0.2965110360561194,10377.451832709694,0.1919247000000155
0,PCA,13,14,0.2892519686965088,9908.326189275394,0.1958360000000141
0,PCA,13,15,0.3116487938155822,9418.656237704092,0.1894529999999861
0,PCA,13,16,0.3117090691840374,8756.401083564255,0.19652360000000613
0,PCA,13,17,0.31926277112610824,8190.005580776211,0.37032789999997817
0,PCA,13,18,0.3190483158356886,7919.296312546321,0.2659127000000012
0,PCA,13,19,0.32286158099572815,7608.711962921248,0.23508630000000608
0,PCA,14,1,0.0,32391.646445426475,0.030817100000007258
0,PCA,14,2,0.08071415180779319,24598.786170058702,0.041737900000015316
0,PCA,14,3,0.10215207061201517,21239.754148929398,0.06817829999999958
0,PCA,14,4,0.26272858972834234,19809.848545369037,0.06996580000000563
0,PCA,14,5,0.24590651812324732,16939.071747493184,0.12931770000000142
0,PCA,14,6,0.2190312379618125,15891.382249603865,0.09445909999999458
0,PCA,14,7,0.26064317729727565,14751.269205429518,0.11201099999999542
0,PCA,14,8,0.2723932721919735,14051.803557654122,0.1142844000000025
0,PCA,14,9,0.28174371052920794,13254.801470115011,0.14079229999998688
0,PCA,14,10,0.3069126078086994,12585.381111349552,0.15725969999999734
0,PCA,14,11,0.26783276330366595,11925.422668088142,0.1754523999999833
0,PCA,14,12,0.2856104348435546,11548.475324215482,0.21740479999999707
0,PCA,14,13,0.3025052058439111,10915.683712508138,0.18999290000002134
0,PCA,14,14,0.3088073436030651,10289.07512716274,0.23390829999999596
0,PCA,14,15,0.31117819322566337,9836.732203491338,0.2710452000000032
0,PCA,14,16,0.32311522176911467,9430.53685910288,0.22779239999999845
0,PCA,14,17,0.3333279796703785,8808.493722500902,0.22287929999998823
0,PCA,14,18,0.31717345562407007,8536.606195835284,0.24170270000001892
0,PCA,14,19,0.31539145155281645,8059.603140123512,0.2451242999999863
0,PCA,15,1,0.0,32899.16309513723,0.0267537999999945
0,PCA,15,2,0.08071415180779319,25106.302381724694,0.05998009999998999
0,PCA,15,3,0.10215207061201517,21747.027455720374,0.06567060000000424
0,PCA,15,4,0.15203525790000977,19264.007266821685,0.08445829999999432
0,PCA,15,5,0.2078532883149456,17607.16131577971,0.08522700000000327
0,PCA,15,6,0.21218276116700893,16948.24686649129,0.09325270000002206
0,PCA,15,7,0.26756564317851905,15653.57818140604,0.11288890000000151
0,PCA,15,8,0.2298293884818453,14765.465303623148,0.11889109999998482
0,PCA,15,9,0.2808463645011305,13851.80166391371,0.1362148999999988
0,PCA,15,10,0.2854888794736921,13220.030002632579,0.14861880000000838
0,PCA,15,11,0.2721555869957836,12606.03332110943,0.16118739999998866
0,PCA,15,12,0.28915732403590316,12036.571702695728,0.15954869999998778
0,PCA,15,13,0.2911137168085233,11563.33219131649,0.19490600000000313
0,PCA,15,14,0.29193384021500834,10849.230442008522,0.18126970000000142
0,PCA,15,15,0.3089543778859335,10425.529618886121,0.20699529999998845
0,PCA,15,16,0.32092353509051463,9729.277578873945,0.20363260000002015
0,PCA,15,17,0.31392583599669316,9432.525160016496,0.2296338000000162
0,PCA,15,18,0.3104295198411248,9151.206211295459,0.22469359999999483
0,PCA,15,19,0.3202854467106658,8591.182042617353,0.25597510000000057
0,PCA,16,1,0.0,33362.60552535765,0.026112100000005967
0,PCA,16,2,0.08071415180779319,25569.744629204375,0.04920279999998911
0,PCA,16,3,0.10215207061201517,22210.459003252698,0.0718014999999923
0,PCA,16,4,0.11398202809170806,19888.71576226861,0.09188480000000254
0,PCA,16,5,0.24590651812324732,17909.170939238906,0.10023060000000328
0,PCA,16,6,0.2582841457124341,16647.319450162904,0.09377449999999499
0,PCA,16,7,0.24414813929197265,15870.167577110014,0.10886690000000954
0,PCA,16,8,0.27658859621605814,14932.739107035388,0.11868970000000445
0,PCA,16,9,0.28810548960854776,14433.850392288328,0.13944440000000213
0,PCA,16,10,0.23115854917765555,13778.335073281982,0.14088560000001848
0,PCA,16,11,0.26470505045821774,13228.38307815732,0.1821153999999865
0,PCA,16,12,0.292488177090986,12409.36509011354,0.28006600000000503
0,PCA,16,13,0.31936486866570885,11720.119730873526,0.20815690000000586
0,PCA,16,14,0.32409401219933454,11440.205854456839,0.24994459999999208
0,PCA,16,15,0.32253345622989293,10770.006517583844,0.21618720000000735
0,PCA,16,16,0.31153342794333666,10433.527233809014,0.21957720000000336
0,PCA,16,17,0.33900937509780327,9740.308225100347,0.23177730000000452
0,PCA,16,18,0.3204561710386744,9585.291825413633,0.22515729999997802
0,PCA,16,19,0.3127308503627816,9228.607132471201,0.2547696999999971
0,PCA,17,1,0.0,33784.7830913033,0.02631360000000882
0,PCA,17,2,0.08071415180779319,25991.919917810737,0.05433030000000372
0,PCA,17,3,0.10215207061201517,22632.491205904265,0.06215989999998328
0,PCA,17,4,0.1201458881256699,20341.06735907064,0.07861560000000622
0,PCA,17,5,0.24437479189367214,18871.492547150516,0.087179400000025
0,PCA,17,6,0.2632331003559254,17281.966432794492,0.08651789999998982
0,PCA,17,7,0.25454745008270396,16406.392286273,0.11022060000001943
0,PCA,17,8,0.2873164892326814,15526.561248120373,0.12618340000000217
0,PCA,17,9,0.2690741085569181,14813.040222640002,0.12189029999998979
0,PCA,17,10,0.24922567511204527,14178.976096102811,0.15030619999998862
0,PCA,17,11,0.30067488999030983,13594.164676047472,0.1570120000000088
0,PCA,17,12,0.30150063389988424,12840.928137661866,0.1778569000000232
0,PCA,17,13,0.27352102154560526,12398.35911458873,0.17183259999998768
0,PCA,17,14,0.3260752498097389,11796.449119886143,0.20932009999998513
0,PCA,17,15,0.3289123816936488,11247.013774109997,0.22240419999999972
0,PCA,17,16,0.3160715834329313,10842.35451692396,0.2902085999999997
0,PCA,17,17,0.32126662130412775,10468.817385559747,0.22205460000000699
0,PCA,17,18,0.30448259984916287,9957.986273514469,0.24513790000000313
0,PCA,17,19,0.3166028356247609,9565.93834200519,0.25248819999998773
0,PCA,18,1,0.0,34142.47114971331,0.025933000000009088
0,PCA,18,2,0.08071415180779319,26349.60594969743,0.06684319999999389
0,PCA,18,3,0.10215207061201517,22990.05308433091,0.0751199999999983
0,PCA,18,4,0.15203525790000977,20506.7628643688,0.08188530000001037
0,PCA,18,5,0.15651879934285068,19463.829569756304,0.10020639999999048
0,PCA,18,6,0.2576495384615231,17595.183961218205,0.12024080000000481
0,PCA,18,7,0.24618948173175123,16885.266196965407,0.12838920000001508
0,PCA,18,8,0.2623390217582866,15711.300975308657,0.11668199999999729
0,PCA,18,9,0.26822171482049745,15311.06763414252,0.14526180000001432
0,PCA,18,10,0.298519358708478,14549.73606776305,0.15603730000000837
0,PCA,18,11,0.27682014541892674,13812.058379141357,0.23550790000001598
0,PCA,18,12,0.2855559729386894,13268.031643198723,0.1845551000000114
0,PCA,18,13,0.27010832102285715,12749.647301736406,0.18874309999998218
0,PCA,18,14,0.31963001240386196,12175.630425220423,0.20688959999998247
0,PCA,18,15,0.286124943109683,11738.49301389957,0.22028420000000892
0,PCA,18,16,0.28953296665349876,11232.09186627903,0.22901089999999158
0,PCA,18,17,0.316700352436428,10874.899411870407,0.22879260000001977
0,PCA,18,18,0.3148445434626159,10318.028201569356,0.27003890000000297
0,PCA,18,19,0.3159311458608951,9890.812287293813,0.28655109999999695
0,PCA,19,1,0.0,34495.98120939056,0.03197690000001785
0,PCA,19,2,0.08071415180779319,26703.11598409861,0.057729699999981676
0,PCA,19,3,0.10215207061201517,23343.56273897154,0.06658670000001621
0,PCA,19,4,0.11398202809170806,21021.787728708066,0.0779773000000148
0,PCA,19,5,0.20785328831494562,19203.03054444053,0.10177930000000401
0,PCA,19,6,0.25967486018641833,17910.767088407116,0.10695739999999887
0,PCA,19,7,0.2259250465577849,17024.906190101112,0.1262377999999842
0,PCA,19,8,0.25967295758992576,15997.033091997979,0.17565949999999475
0,PCA,19,9,0.2763255332234721,15341.635834808778,0.1328943000000038
0,PCA,19,10,0.2808550055246416,14756.836312051408,0.14156450000001541
0,PCA,19,11,0.2937766786149817,14011.77087524495,0.16121909999998252
0,PCA,19,12,0.2952586288557731,13531.494147197125,0.17230370000001471
0,PCA,19,13,0.311784851509903,13015.301304377037,0.1835394000000008
0,PCA,19,14,0.31155161177084534,12448.382681909865,0.24902779999999325
0,PCA,19,15,0.3321909560476782,11919.055445481776,0.2485409999999888
0,PCA,19,16,0.31617108149688894,11485.174179239712,0.24845780000001128
0,PCA,19,17,0.309824210033044,10979.234513309479,0.2462369999999794
0,PCA,19,18,0.31470577620885243,10635.270287111103,0.23789320000000203
0,PCA,19,19,0.30199833729892656,10352.670815156687,0.2720518999999797
0,PCA,20,1,0.0,34838.76286262141,0.025973899999996775
0,PCA,20,2,0.08071415180779319,27045.8974877744,0.04992600000002767
0,PCA,20,3,0.10215207061201517,23686.339260428973,0.0821130999999582
0,PCA,20,4,0.15203525790000977,21202.82616969069,0.06883240000001933
0,PCA,20,5,0.21650944619624055,19890.063023013692,0.13311590000000706
0,PCA,20,6,0.2570844677701142,18175.353603126325,0.0990111000000411
0,PCA,20,7,0.28163700221494486,17513.048497710064,0.11392749999998841
0,PCA,20,8,0.2607028915513123,16414.182595538186,0.1358041999999955
0,PCA,20,9,0.26917481800328963,15715.94997022076,0.13068459999999504
0,PCA,20,10,0.28137622620017827,14889.958280147615,0.15118419999998878
0,PCA,20,11,0.2910570575534312,14332.20058898687,0.16491350000001148
0,PCA,20,12,0.2829249215044448,13760.454098906499,0.16511149999996633
0,PCA,20,13,0.29456921450081575,13260.118798798952,0.185545100000013
0,PCA,20,14,0.2936623408191233,12869.573191236133,0.212771900000007
0,PCA,20,15,0.3163582349022541,12256.501632249434,0.19595770000000812
0,PCA,20,16,0.2797599798421166,11837.47326089212,0.23712669999997615
0,PCA,20,17,0.2907972522418878,11550.377533513181,0.2566353999999933
0,PCA,20,18,0.31020331704409815,11126.001713788215,0.2622996999999714
0,PCA,20,19,0.2900009907268839,10779.005190579706,0.28150150000004714
0,PCA,21,1,0.0,35121.972094858684,0.04246640000002344
0,PCA,21,2,0.08071415180779319,27329.10671821023,0.058756600000037906
0,PCA,21,3,0.10215207061201517,23969.547008426307,0.10595160000002579
0,PCA,21,4,0.24101585741281195,22057.947819095665,0.09699409999996078
0,PCA,21,5,0.14439760438628854,20168.470017913933,0.10443020000002434
0,PCA,21,6,0.25967486018641833,18534.74161882119,0.10263629999997192
0,PCA,21,7,0.2583701837631248,17543.34557295546,0.14069599999999127
0,PCA,21,8,0.2572202671206918,16955.427917831512,0.1706429999999841
