,Algorithm,Components,Clusters,AccuracyIn,AccuracyOut,Time
0,PCA,25,5,0.5824375,0.58725,8.276730900000075
0,PCA,25,6,0.5,0.5,2.866500500000029
0,PCA,25,7,0.7545625,0.75375,4.844748400000071
0,PCA,25,8,0.7471875,0.74275,10.125335899999982
0,PCA,25,9,0.7545625,0.75375,10.77983180000001
0,PCA,25,10,0.7535625,0.752,10.242300099999966
0,PCA,25,11,0.754375,0.75375,2.949625800000149
0,PCA,25,12,0.7506875,0.751,3.3169889999999214
0,PCA,25,13,0.63675,0.63675,14.645901600000116
0,PCA,25,14,0.75075,0.75075,32.248260800000025
0,PCA,25,15,0.564875,0.5635,20.457447399999865
0,PCA,25,16,0.7563125,0.76475,19.50324069999988
0,PCA,25,17,0.7568125,0.763,16.857926099999986
0,PCA,25,18,0.757,0.7635,24.850301599999966
0,PCA,25,19,0.5,0.5,31.6879864
0,PCA,26,0,0.826375,0.8205,10.927198199999793
0,PCA,26,1,0.5,0.5,0.36493499999983214
0,PCA,26,2,0.5,0.5,0.6528736000000208
0,PCA,26,3,0.7495625,0.75075,1.0765450999999757
0,PCA,26,4,0.7495625,0.75075,2.1213659000000007
0,PCA,26,5,0.75325,0.75525,1.9300556999999117
0,PCA,26,6,0.5,0.5,1.277897400000029
0,PCA,26,7,0.7501875,0.7515,0.9211499000000458
0,PCA,26,8,0.773875,0.77325,0.9519499000000451
0,PCA,26,9,0.773875,0.77325,2.755143900000121
0,PCA,26,10,0.7656875,0.7615,6.358986899999991
0,PCA,26,11,0.7656875,0.7615,6.665370800000119
0,PCA,26,12,0.7671875,0.762,8.865140799999836
0,PCA,26,13,0.5829375,0.5815,6.5400428000000375
0,PCA,26,14,0.764125,0.76125,15.17685739999979
0,PCA,26,15,0.5,0.5,6.2178593000001
0,PCA,26,16,0.7664375,0.7665,8.258923099999947
0,PCA,26,17,0.7720625,0.76825,16.681279899999936
0,PCA,26,18,0.54375,0.54375,5.248810000000049
0,PCA,26,19,0.5,0.5,15.276194100000112
0,PCA,27,0,0.7885,0.78975,0.9498945999998796
0,PCA,27,1,0.5,0.5,0.7629784000000654
0,PCA,27,2,0.5,0.5,0.7764669000000595
0,PCA,27,3,0.6485,0.64975,1.074564799999962
0,PCA,27,4,0.748375,0.7455,6.9184964999999465
0,PCA,27,5,0.6620625,0.6645,2.313823700000057
0,PCA,27,6,0.5,0.5,6.397940500000004
0,PCA,27,7,0.7410625,0.739,15.354920900000025
0,PCA,27,8,0.7545625,0.75375,3.3508331000000453
0,PCA,27,9,0.7498125,0.75125,6.216704199999867
0,PCA,27,10,0.7573125,0.75725,14.100834500000019
0,PCA,27,11,0.7483125,0.7495,6.839047599999958
0,PCA,27,12,0.7529375,0.75575,6.082918500000005
0,PCA,27,13,0.5,0.5,13.197648600000093
0,PCA,27,14,0.7543125,0.7495,17.131318899999997
0,PCA,27,15,0.766125,0.75875,21.61844610000003
0,PCA,27,16,0.761875,0.75775,10.527809299999944
0,PCA,27,17,0.762875,0.75725,11.84437950000006
0,PCA,27,18,0.761875,0.75775,14.572522899999967
0,PCA,27,19,0.5,0.5,7.824863700000151
0,PCA,28,0,0.829625,0.8275,8.064531899999793
0,PCA,28,1,0.5,0.5,0.48191369999995004
0,PCA,28,2,0.5,0.5,2.217840000000024
0,PCA,28,3,0.7495625,0.75075,1.5247870999999122
0,PCA,28,4,0.7495625,0.75075,5.175828200000069
0,PCA,28,5,0.7495625,0.75075,12.898023800000146
0,PCA,28,6,0.5,0.5,11.821296700000175
0,PCA,28,7,0.7385,0.73725,6.050317299999961
0,PCA,28,8,0.7499375,0.747,8.471556599999985
0,PCA,28,9,0.7494375,0.747,5.268333900000016
0,PCA,28,10,0.7518125,0.74675,5.554513199999974
0,PCA,28,11,0.7518125,0.74675,10.637544400000024
0,PCA,28,12,0.7621875,0.7585,4.626302800000076
0,PCA,28,13,0.673125,0.667,14.721796300000051
0,PCA,28,14,0.759375,0.757,17.993800799999917
0,PCA,28,15,0.6145,0.615,19.66922559999989
0,PCA,28,16,0.7760625,0.77575,28.246315900000127
0,PCA,28,17,0.7750625,0.77525,32.87316419999979
0,PCA,28,18,0.71125,0.71575,47.565964500000064
0,PCA,28,19,0.5,0.5,32.28340170000001
0,PCA,29,0,0.8305625,0.831,24.506733200000326
0,PCA,29,1,0.5,0.5,0.9918945999997959
0,PCA,29,2,0.5,0.5,1.806672499999877
0,PCA,29,3,0.7495625,0.75075,2.3918125000000146
0,PCA,29,4,0.6599375,0.658,2.7067512999997234
0,PCA,29,5,0.6493125,0.64625,8.553426899999977
0,PCA,29,6,0.5,0.5,10.961432399999921
0,PCA,29,7,0.738875,0.74125,11.57712969999966
0,PCA,29,8,0.6578125,0.65425,9.50911509999969
0,PCA,29,9,0.542875,0.539,12.64784039999995
0,PCA,29,10,0.7818125,0.77625,12.972070099999655
0,PCA,29,11,0.6771875,0.67675,10.173732499999915
0,PCA,29,12,0.5500625,0.54975,15.71659849999969
0,PCA,29,13,0.5,0.5,14.024227299999893
0,PCA,29,14,0.7645,0.76,14.056179400000019
0,PCA,29,15,0.601625,0.60775,16.31824770000003
0,PCA,29,16,0.7649375,0.759,15.64685180000015
0,PCA,29,17,0.76825,0.76425,9.478351700000076
0,PCA,29,18,0.7633125,0.7585,3.345999099999972
0,PCA,29,19,0.5,0.5,5.310212100000172
0,PCA,30,0,0.5,0.5,0.04461700000001656
0,PCA,30,1,0.5,0.5,0.22778180000022985
0,PCA,30,2,0.5,0.5,0.6327504999999292
0,PCA,30,3,0.6599375,0.658,0.47920460000023013
0,PCA,30,4,0.6599375,0.658,1.1950409000000946
0,PCA,30,5,0.7495625,0.75075,1.3977273999998943
0,PCA,30,6,0.5,0.5,3.628790199999912
0,PCA,30,7,0.7181875,0.71775,3.9413188999997146
0,PCA,30,8,0.7851875,0.78225,3.5607881999999336
0,PCA,30,9,0.5419375,0.53775,3.4141577999998844
0,PCA,30,10,0.766,0.7635,6.543422299999747
0,PCA,30,11,0.7756875,0.77525,4.8817659999999705
0,PCA,30,12,0.76,0.75775,4.268136400000003
0,PCA,30,13,0.7386875,0.73775,23.411257100000057
0,PCA,30,14,0.7600625,0.756,16.09382830000004
0,PCA,30,15,0.757125,0.753,25.967295999999806
0,PCA,30,16,0.7671875,0.76275,5.985153599999649
0,PCA,30,17,0.7748125,0.7725,27.005049299999882
0,PCA,30,18,0.775,0.77225,45.807139700000334
0,PCA,30,19,0.5,0.5,15.902059400000326
0,PCA,31,0,0.832875,0.83275,29.618126500000017
0,PCA,31,1,0.5,0.5,0.4223096999999143
0,PCA,31,2,0.5,0.5,0.9420552999999927
0,PCA,31,3,0.6599375,0.658,0.7841636000002836
0,PCA,31,4,0.6599375,0.658,1.0256794000001719
0,PCA,31,5,0.638125,0.636,1.2668831999999384
0,PCA,31,6,0.5,0.5,2.8539882999998554
0,PCA,31,7,0.751125,0.7535,6.306701699999849
0,PCA,31,8,0.7650625,0.764,18.476076899999953
0,PCA,31,9,0.61125,0.613,1.97283729999981
0,PCA,31,10,0.61125,0.613,22.421236399999998
0,PCA,31,11,0.7744375,0.77375,12.542596900000262
0,PCA,31,12,0.7726875,0.76975,8.181556900000032
0,PCA,31,13,0.7555625,0.75775,42.55611859999999
0,PCA,31,14,0.7779375,0.77825,27.193777399999817
0,PCA,31,15,0.6275,0.628,60.82803969999986
0,PCA,31,16,0.787625,0.78325,27.901265200000125
0,PCA,31,17,0.7855625,0.78275,17.547423900000013
0,PCA,31,18,0.7755,0.775,76.8694188999998
0,PCA,31,19,0.5,0.5,39.871386899999834
0,PCA,32,0,0.8295625,0.82925,28.566079000000173
0,PCA,32,1,0.5,0.5,5.567895600000156
0,PCA,32,2,0.5,0.5,7.106458100000054
0,PCA,32,3,0.6599375,0.658,1.348964100000103
0,PCA,32,4,0.6599375,0.658,1.4994390000001658
0,PCA,32,5,0.638125,0.636,2.3238244999997733
0,PCA,32,6,0.5,0.5,4.670279200000095
0,PCA,32,7,0.751125,0.7535,7.308535099999972
0,PCA,32,8,0.7650625,0.764,3.1821452999997746
0,PCA,32,9,0.61125,0.613,3.129725999999664
0,PCA,32,10,0.61125,0.613,17.665179900000112
0,PCA,32,11,0.7744375,0.77375,12.924183699999958
0,PCA,32,12,0.7726875,0.76975,21.636271699999725
0,PCA,32,13,0.7555625,0.75775,65.88916889999973
0,PCA,32,14,0.7779375,0.77825,32.1900784999998
0,PCA,32,15,0.6275,0.628,29.973759099999825
0,PCA,32,16,0.787625,0.78325,5.214112899999691
0,PCA,32,17,0.7855625,0.78275,3.1864056999997956
0,PCA,32,18,0.7755,0.775,2.4799345999999787
0,PCA,32,19,0.5,0.5,16.396942500000023
0,PCA,33,0,0.82975,0.82875,10.046554200000173
0,PCA,33,1,0.5,0.5,0.6830881999999292
0,PCA,33,2,0.5,0.5,0.805355999999847
0,PCA,33,3,0.6599375,0.658,0.7007192999999461
0,PCA,33,4,0.6599375,0.658,6.843191200000092
0,PCA,33,5,0.638125,0.636,1.593616799999836
0,PCA,33,6,0.5,0.5,8.63628639999979
0,PCA,33,7,0.751125,0.7535,17.707747299999937
0,PCA,33,8,0.7650625,0.764,1.3368881999999758
0,PCA,33,9,0.61125,0.613,1.5033573999999135
0,PCA,33,10,0.61125,0.613,3.0497605000000476
0,PCA,33,11,0.7744375,0.77375,21.105098799999723
0,PCA,33,12,0.7726875,0.76975,6.081816600000366
0,PCA,33,13,0.7555625,0.75775,44.21387959999993
0,PCA,33,14,0.7779375,0.77825,20.147880400000304
0,PCA,33,15,0.6275,0.628,20.160572499999944
0,PCA,33,16,0.787625,0.78325,12.586694699999953
0,PCA,33,17,0.7855625,0.78275,6.230051200000162
0,PCA,33,18,0.7755,0.775,5.575246900000366
0,PCA,33,19,0.5,0.5,5.256073800000195
0,PCA,34,0,0.833375,0.83275,15.176452899999731
0,PCA,34,1,0.5,0.5,0.1797281999997722
0,PCA,34,2,0.5,0.5,0.747791999999663
0,PCA,34,3,0.6599375,0.658,0.761521900000389
0,PCA,34,4,0.6599375,0.658,0.7950644000002285
0,PCA,34,5,0.638125,0.636,1.2021104000000378
0,PCA,34,6,0.5,0.5,2.4031118000002607
0,PCA,34,7,0.751125,0.7535,9.976087200000165
0,PCA,34,8,0.7650625,0.764,9.224032399999942
0,PCA,34,9,0.61125,0.613,1.653504200000043
0,PCA,34,10,0.61125,0.613,2.934183800000028
0,PCA,34,11,0.7744375,0.77375,4.7987245000003895
0,PCA,34,12,0.7726875,0.76975,29.507303500000035
0,PCA,34,13,0.7555625,0.75775,66.58971010000005
0,PCA,34,14,0.7779375,0.77825,44.61336660000006
0,PCA,34,15,0.6275,0.628,43.36220060000005
0,PCA,34,16,0.787625,0.78325,27.18396870000015
0,PCA,34,17,0.7855625,0.78275,21831.2195869
0,PCA,34,18,0.7755,0.775,80.23336310000013
0,PCA,34,19,0.5,0.5,77.50624450000032
0,RAW,0,1,0.5,0.5,0.09486720000131754
0,RAW,0,2,0.5,0.5,0.12067339999703108
0,RAW,0,3,0.6599375,0.658,0.4632966999997734
0,RAW,0,4,0.6599375,0.658,0.31938589999845135
0,RAW,0,5,0.621,0.62,0.3216772999985551
0,RAW,0,6,0.5,0.5,0.08931280000251718
0,RAW,0,7,0.75,0.752,0.20527389999915613
0,RAW,0,8,0.7650625,0.764,0.23543770000105724
0,RAW,0,9,0.603125,0.6045,0.39109499999904074
0,RAW,0,10,0.603125,0.6045,0.19094000000040978
0,RAW,0,11,0.76825,0.76825,0.27782350000052247
0,RAW,0,12,0.77,0.76925,0.3426017999991018
0,RAW,0,13,0.770125,0.7695,0.2775954999997339
0,RAW,0,14,0.783875,0.779,0.11970389999987674
0,RAW,0,15,0.6285,0.62875,0.16967360000126064
0,RAW,0,16,0.7873125,0.7855,0.33442529999956605
0,RAW,0,17,0.7873125,0.7855,0.3556916999987152
0,RAW,0,18,0.779625,0.781,0.3081412999999884
0,RAW,0,19,0.5,0.5,0.04113829999914742
0,RAW,0,20,0.7756875,0.77875,0.6526332000030379
0,RAW,0,21,0.5,0.5,0.04971849999856204
0,RAW,0,22,0.7724375,0.77275,0.3728047999975388
0,RAW,0,23,0.5,0.5,0.03554989999975078
0,RAW,0,24,0.5,0.5,0.03461560000141617
0,RAW,0,25,0.777875,0.77675,2.6469892999994045
0,RAW,0,26,0.7796875,0.77825,0.5642671999994491
0,RAW,0,27,0.5,0.5,0.04507779999767081
0,RAW,0,28,0.774,0.77725,0.6410087999975076
0,RAW,0,29,0.781375,0.78325,2.6863809999995283
0,RAW,0,30,0.5,0.5,0.18700520000129472
0,RAW,0,31,0.7776875,0.7835,2.8302850000000035
0,RAW,0,32,0.5,0.5,0.13481079999837675
0,RAW,0,33,0.7800625,0.7865,2.2626345999997284
0,RAW,0,34,0.5,0.5,0.04451089999929536
0,ICA,1,0,0.5,0.5,0.02656560000104946
0,ICA,1,0,0.5,0.5,0.4042245000018738
0,ICA,1,1,0.0,0.0,0.0
0,ICA,1,2,0.0,0.0,0.0
0,ICA,1,3,0.0,0.0,0.0
0,ICA,1,4,0.0,0.0,0.0
0,ICA,1,5,0.0,0.0,0.0
0,ICA,1,6,0.0,0.0,0.0
0,ICA,1,7,0.0,0.0,0.0
0,ICA,1,8,0.0,0.0,0.0
0,ICA,1,9,0.0,0.0,0.0
0,ICA,1,10,0.0,0.0,0.0
0,ICA,1,11,0.0,0.0,0.0
0,ICA,1,12,0.0,0.0,0.0
0,ICA,1,13,0.0,0.0,0.0
0,ICA,1,14,0.0,0.0,0.0
0,ICA,1,15,0.0,0.0,0.0
0,ICA,1,16,0.0,0.0,0.0
0,ICA,1,17,0.0,0.0,0.0
0,ICA,1,18,0.0,0.0,0.0
0,ICA,1,19,0.0,0.0,0.0
0,ICA,2,0,0.5,0.5,0.0934464999991178
0,ICA,2,1,0.0,0.0,0.0
0,ICA,2,2,0.0,0.0,0.0
0,ICA,2,3,0.0,0.0,0.0
0,ICA,2,4,0.0,0.0,0.0
0,ICA,2,5,0.0,0.0,0.0
0,ICA,2,6,0.0,0.0,0.0
0,ICA,2,7,0.0,0.0,0.0
0,ICA,2,8,0.0,0.0,0.0
0,ICA,2,9,0.0,0.0,0.0
0,ICA,2,10,0.0,0.0,0.0
0,ICA,2,11,0.0,0.0,0.0
0,ICA,2,12,0.0,0.0,0.0
0,ICA,2,13,0.0,0.0,0.0
0,ICA,2,14,0.0,0.0,0.0
0,ICA,2,15,0.0,0.0,0.0
0,ICA,2,16,0.0,0.0,0.0
0,ICA,2,17,0.0,0.0,0.0
0,ICA,2,18,0.0,0.0,0.0
0,ICA,2,19,0.0,0.0,0.0
0,ICA,3,0,0.5,0.5,0.11325139999826206
0,ICA,3,1,0.0,0.0,0.0
0,ICA,3,2,0.0,0.0,0.0
0,ICA,3,3,0.0,0.0,0.0
0,ICA,3,4,0.0,0.0,0.0
0,ICA,3,5,0.0,0.0,0.0
0,ICA,3,6,0.0,0.0,0.0
0,ICA,3,7,0.0,0.0,0.0
0,ICA,3,8,0.0,0.0,0.0
0,ICA,3,9,0.0,0.0,0.0
0,ICA,3,10,0.0,0.0,0.0
0,ICA,3,11,0.0,0.0,0.0
0,ICA,3,12,0.0,0.0,0.0
0,ICA,3,13,0.0,0.0,0.0
0,ICA,3,14,0.0,0.0,0.0
0,ICA,3,15,0.0,0.0,0.0
0,ICA,3,16,0.0,0.0,0.0
0,ICA,3,17,0.0,0.0,0.0
0,ICA,3,18,0.0,0.0,0.0
0,ICA,3,19,0.0,0.0,0.0
0,ICA,4,0,0.7565,0.75675,1.4425033000006806
0,ICA,4,1,0.0,0.0,0.0
0,ICA,4,2,0.0,0.0,0.0
0,ICA,4,3,0.0,0.0,0.0
0,ICA,4,4,0.0,0.0,0.0
0,ICA,4,5,0.0,0.0,0.0
0,ICA,4,6,0.0,0.0,0.0
0,ICA,4,7,0.0,0.0,0.0
0,ICA,4,8,0.0,0.0,0.0
0,ICA,4,9,0.0,0.0,0.0
0,ICA,4,10,0.0,0.0,0.0
0,ICA,4,11,0.0,0.0,0.0
0,ICA,4,12,0.0,0.0,0.0
0,ICA,4,13,0.0,0.0,0.0
0,ICA,4,14,0.0,0.0,0.0
0,ICA,4,15,0.0,0.0,0.0
0,ICA,4,16,0.0,0.0,0.0
0,ICA,4,17,0.0,0.0,0.0
0,ICA,4,18,0.0,0.0,0.0
0,ICA,4,19,0.5,0.5,1.6455427000000782
0,ICA,5,0,0.763375,0.76525,1.4337401000011596
0,ICA,5,1,0.0,0.0,0.0
0,ICA,5,2,0.0,0.0,0.0
0,ICA,5,3,0.0,0.0,0.0
0,ICA,5,4,0.0,0.0,0.0
0,ICA,5,5,0.0,0.0,0.0
0,ICA,5,6,0.0,0.0,0.0
0,ICA,5,7,0.0,0.0,0.0
0,ICA,5,8,0.0,0.0,0.0
0,ICA,5,9,0.0,0.0,0.0
0,ICA,5,10,0.0,0.0,0.0
0,ICA,5,11,0.0,0.0,0.0
0,ICA,5,12,0.0,0.0,0.0
0,ICA,5,13,0.0,0.0,0.0
0,ICA,5,14,0.0,0.0,0.0
0,ICA,5,15,0.0,0.0,0.0
0,ICA,5,16,0.0,0.0,0.0
0,ICA,5,17,0.0,0.0,0.0
0,ICA,5,18,0.0,0.0,0.0
0,ICA,5,19,0.5,0.5,13.180411000001186
0,ICA,6,0,0.5,0.5,0.11315889999968931
0,ICA,6,1,0.0,0.0,0.0
0,ICA,6,2,0.0,0.0,0.0
0,ICA,6,3,0.0,0.0,0.0
0,ICA,6,4,0.0,0.0,0.0
0,ICA,6,5,0.0,0.0,0.0
0,ICA,6,6,0.0,0.0,0.0
0,ICA,6,7,0.0,0.0,0.0
0,ICA,6,8,0.0,0.0,0.0
0,ICA,6,9,0.0,0.0,0.0
0,ICA,6,10,0.0,0.0,0.0
0,ICA,6,11,0.0,0.0,0.0
0,ICA,6,12,0.0,0.0,0.0
0,ICA,6,13,0.0,0.0,0.0
0,ICA,6,14,0.0,0.0,0.0
0,ICA,6,15,0.0,0.0,0.0
0,ICA,6,16,0.0,0.0,0.0
0,ICA,6,17,0.0,0.0,0.0
0,ICA,6,18,0.0,0.0,0.0
0,ICA,6,19,0.5,0.5,11.752678599998035
0,ICA,7,0,0.7886875,0.79175,2.7379424999999173
0,ICA,7,1,0.0,0.0,0.0
0,ICA,7,2,0.0,0.0,0.0
0,ICA,7,3,0.0,0.0,0.0
0,ICA,7,4,0.0,0.0,0.0
0,ICA,7,5,0.0,0.0,0.0
0,ICA,7,6,0.0,0.0,0.0
0,ICA,7,7,0.0,0.0,0.0
0,ICA,7,8,0.0,0.0,0.0
0,ICA,7,9,0.0,0.0,0.0
0,ICA,7,10,0.0,0.0,0.0
0,ICA,7,11,0.0,0.0,0.0
0,ICA,7,12,0.0,0.0,0.0
0,ICA,7,13,0.0,0.0,0.0
0,ICA,7,14,0.0,0.0,0.0
0,ICA,7,15,0.0,0.0,0.0
0,ICA,7,16,0.0,0.0,0.0
0,ICA,7,17,0.0,0.0,0.0
0,ICA,7,18,0.0,0.0,0.0
0,ICA,7,19,0.5,0.5,0.7225579000005382
0,ICA,8,0,0.789,0.79075,0.6587626000000455
0,ICA,8,1,0.0,0.0,0.0
0,ICA,8,2,0.0,0.0,0.0
0,ICA,8,3,0.0,0.0,0.0
0,ICA,8,4,0.0,0.0,0.0
0,ICA,8,5,0.0,0.0,0.0
0,ICA,8,6,0.0,0.0,0.0
0,ICA,8,7,0.0,0.0,0.0
0,ICA,8,8,0.0,0.0,0.0
0,ICA,8,9,0.0,0.0,0.0
0,ICA,8,10,0.0,0.0,0.0
0,ICA,8,11,0.0,0.0,0.0
0,ICA,8,12,0.0,0.0,0.0
0,ICA,8,13,0.0,0.0,0.0
0,ICA,8,14,0.0,0.0,0.0
0,ICA,8,15,0.0,0.0,0.0
0,ICA,8,16,0.0,0.0,0.0
0,ICA,8,17,0.0,0.0,0.0
0,ICA,8,18,0.0,0.0,0.0
0,ICA,8,19,0.5,0.5,1.7392262000030314
0,ICA,9,0,0.5,0.5,0.0771677999982785
0,ICA,9,1,0.0,0.0,0.0
0,ICA,9,2,0.0,0.0,0.0
0,ICA,9,3,0.0,0.0,0.0
0,ICA,9,4,0.0,0.0,0.0
0,ICA,9,5,0.0,0.0,0.0
0,ICA,9,6,0.0,0.0,0.0
0,ICA,9,7,0.0,0.0,0.0
0,ICA,9,8,0.0,0.0,0.0
0,ICA,9,9,0.0,0.0,0.0
0,ICA,9,10,0.0,0.0,0.0
0,ICA,9,11,0.0,0.0,0.0
0,ICA,9,12,0.0,0.0,0.0
0,ICA,9,13,0.0,0.0,0.0
0,ICA,9,14,0.0,0.0,0.0
0,ICA,9,15,0.0,0.0,0.0
0,ICA,9,16,0.0,0.0,0.0
0,ICA,9,17,0.0,0.0,0.0
0,ICA,9,18,0.0,0.0,0.0
0,ICA,9,19,0.5,0.5,11.5770236999997
0,ICA,10,0,0.5,0.5,0.029897000000346452
0,ICA,10,1,0.0,0.0,0.0
0,ICA,10,2,0.0,0.0,0.0
0,ICA,10,3,0.0,0.0,0.0
0,ICA,10,4,0.0,0.0,0.0
0,ICA,10,5,0.0,0.0,0.0
0,ICA,10,6,0.0,0.0,0.0
0,ICA,10,7,0.0,0.0,0.0
0,ICA,10,8,0.0,0.0,0.0
0,ICA,10,9,0.0,0.0,0.0
0,ICA,10,10,0.0,0.0,0.0
0,ICA,10,11,0.0,0.0,0.0
0,ICA,10,12,0.0,0.0,0.0
0,ICA,10,13,0.0,0.0,0.0
0,ICA,10,14,0.0,0.0,0.0
0,ICA,10,15,0.0,0.0,0.0
0,ICA,10,16,0.0,0.0,0.0
0,ICA,10,17,0.0,0.0,0.0
0,ICA,10,18,0.0,0.0,0.0
0,ICA,10,19,0.5,0.5,7.699948600002244
0,ICA,11,0,0.7908125,0.79525,1.892413100002159
0,ICA,11,1,0.0,0.0,0.0
0,ICA,11,2,0.0,0.0,0.0
0,ICA,11,3,0.0,0.0,0.0
0,ICA,11,4,0.0,0.0,0.0
0,ICA,11,5,0.0,0.0,0.0
0,ICA,11,6,0.0,0.0,0.0
0,ICA,11,7,0.0,0.0,0.0
0,ICA,11,8,0.0,0.0,0.0
0,ICA,11,9,0.0,0.0,0.0
0,ICA,11,10,0.0,0.0,0.0
0,ICA,11,11,0.0,0.0,0.0
0,ICA,11,12,0.0,0.0,0.0
0,ICA,11,13,0.0,0.0,0.0
0,ICA,11,14,0.0,0.0,0.0
0,ICA,11,15,0.0,0.0,0.0
0,ICA,11,16,0.0,0.0,0.0
0,ICA,11,17,0.0,0.0,0.0
0,ICA,11,18,0.0,0.0,0.0
0,ICA,11,19,0.5,0.5,2.2578272000027937
0,ICA,12,0,0.5,0.5,0.02622229999906267
0,ICA,12,1,0.0,0.0,0.0
0,ICA,12,2,0.0,0.0,0.0
0,ICA,12,3,0.0,0.0,0.0
0,ICA,12,4,0.0,0.0,0.0
0,ICA,12,5,0.0,0.0,0.0
0,ICA,12,6,0.0,0.0,0.0
0,ICA,12,7,0.0,0.0,0.0
0,ICA,12,8,0.0,0.0,0.0
0,ICA,12,9,0.0,0.0,0.0
0,ICA,12,10,0.0,0.0,0.0
0,ICA,12,11,0.0,0.0,0.0
0,ICA,12,12,0.0,0.0,0.0
0,ICA,12,13,0.0,0.0,0.0
0,ICA,12,14,0.0,0.0,0.0
0,ICA,12,15,0.0,0.0,0.0
0,ICA,12,16,0.0,0.0,0.0
0,ICA,12,17,0.0,0.0,0.0
0,ICA,12,18,0.0,0.0,0.0
0,ICA,12,19,0.5,0.5,2.625797499997134
0,ICA,13,0,0.5,0.5,0.02369150000231457
0,ICA,13,1,0.0,0.0,0.0
0,ICA,13,2,0.0,0.0,0.0
0,ICA,13,3,0.0,0.0,0.0
0,ICA,13,4,0.0,0.0,0.0
0,ICA,13,5,0.0,0.0,0.0
0,ICA,13,6,0.0,0.0,0.0
0,ICA,13,7,0.0,0.0,0.0
0,ICA,13,8,0.0,0.0,0.0
0,ICA,13,9,0.0,0.0,0.0
0,ICA,13,10,0.0,0.0,0.0
0,ICA,13,11,0.0,0.0,0.0
0,ICA,13,12,0.0,0.0,0.0
0,ICA,13,13,0.0,0.0,0.0
0,ICA,13,14,0.0,0.0,0.0
0,ICA,13,15,0.0,0.0,0.0
0,ICA,13,16,0.0,0.0,0.0
0,ICA,13,17,0.0,0.0,0.0
0,ICA,13,18,0.0,0.0,0.0
0,ICA,13,19,0.5,0.5,19.687716599997657
0,ICA,14,0,0.795,0.797,2.291110199999821
0,ICA,14,1,0.0,0.0,0.0
0,ICA,14,2,0.0,0.0,0.0
0,ICA,14,3,0.0,0.0,0.0
0,ICA,14,4,0.0,0.0,0.0
0,ICA,14,5,0.0,0.0,0.0
0,ICA,14,6,0.0,0.0,0.0
0,ICA,14,7,0.0,0.0,0.0
0,ICA,14,8,0.0,0.0,0.0
0,ICA,14,9,0.0,0.0,0.0
0,ICA,14,10,0.0,0.0,0.0
0,ICA,14,11,0.0,0.0,0.0
0,ICA,14,12,0.0,0.0,0.0
0,ICA,14,13,0.0,0.0,0.0
0,ICA,14,14,0.0,0.0,0.0
0,ICA,14,15,0.0,0.0,0.0
0,ICA,14,16,0.0,0.0,0.0
0,ICA,14,17,0.0,0.0,0.0
0,ICA,14,18,0.0,0.0,0.0
0,ICA,14,19,0.5,0.5,19.18236590000015
0,ICA,15,0,0.5,0.5,0.07035950000135927
0,ICA,15,1,0.0,0.0,0.0
0,ICA,15,2,0.0,0.0,0.0
0,ICA,15,3,0.0,0.0,0.0
0,ICA,15,4,0.0,0.0,0.0
0,ICA,15,5,0.0,0.0,0.0
0,ICA,15,6,0.0,0.0,0.0
0,ICA,15,7,0.0,0.0,0.0
0,ICA,15,8,0.0,0.0,0.0
0,ICA,15,9,0.0,0.0,0.0
0,ICA,15,10,0.0,0.0,0.0
0,ICA,15,11,0.0,0.0,0.0
0,ICA,15,12,0.0,0.0,0.0
0,ICA,15,13,0.0,0.0,0.0
0,ICA,15,14,0.0,0.0,0.0
0,ICA,15,15,0.0,0.0,0.0
0,ICA,15,16,0.0,0.0,0.0
0,ICA,15,17,0.0,0.0,0.0
0,ICA,15,18,0.0,0.0,0.0
0,ICA,15,19,0.5,0.5,1.918768799998361
0,ICA,16,0,0.81675,0.8115,8.362528100002237
0,ICA,16,1,0.0,0.0,0.0
0,ICA,16,2,0.0,0.0,0.0
0,ICA,16,3,0.0,0.0,0.0
0,ICA,16,4,0.0,0.0,0.0
0,ICA,16,5,0.0,0.0,0.0
0,ICA,16,6,0.0,0.0,0.0
0,ICA,16,7,0.0,0.0,0.0
0,ICA,16,8,0.0,0.0,0.0
0,ICA,16,9,0.0,0.0,0.0
0,ICA,16,10,0.0,0.0,0.0
0,ICA,16,11,0.0,0.0,0.0
0,ICA,16,12,0.0,0.0,0.0
0,ICA,16,13,0.0,0.0,0.0
0,ICA,16,14,0.0,0.0,0.0
0,ICA,16,15,0.0,0.0,0.0
0,ICA,16,16,0.0,0.0,0.0
0,ICA,16,17,0.0,0.0,0.0
0,ICA,16,18,0.0,0.0,0.0
0,ICA,16,19,0.5,0.5,1.2185788999995566
0,ICA,17,0,0.7965,0.79925,1.3026033000023745
0,ICA,17,1,0.0,0.0,0.0
0,ICA,17,2,0.0,0.0,0.0
0,ICA,17,3,0.0,0.0,0.0
0,ICA,17,4,0.0,0.0,0.0
0,ICA,17,5,0.0,0.0,0.0
0,ICA,17,6,0.0,0.0,0.0
0,ICA,17,7,0.0,0.0,0.0
0,ICA,17,8,0.0,0.0,0.0
0,ICA,17,9,0.0,0.0,0.0
0,ICA,17,10,0.0,0.0,0.0
0,ICA,17,11,0.0,0.0,0.0
0,ICA,17,12,0.0,0.0,0.0
0,ICA,17,13,0.0,0.0,0.0
