,Algorithm,Components,Clusters,AccuracyIn,AccuracyOut,Time
0,PCA,25,3,0.5,0.5,0.04303919999995287
0,PCA,25,4,0.5,0.5,0.042137099999990824
0,PCA,25,5,0.67875,0.68125,0.21077480000002424
0,PCA,25,6,0.5,0.5,0.02683120000000372
0,PCA,25,7,0.7545625,0.75375,0.07553700000005392
0,PCA,25,8,0.6530625,0.64975,0.06716449999998986
0,PCA,25,9,0.7545625,0.75375,0.22404590000002145
0,PCA,25,10,0.5943125,0.5805,0.09211220000003095
0,PCA,25,11,0.760125,0.75925,0.09677589999995462
0,PCA,25,12,0.6644375,0.655,0.12689869999996972
0,PCA,25,13,0.5041875,0.5035,0.3171389999999974
0,PCA,25,14,0.7603125,0.76225,0.9892782000000011
0,PCA,25,15,0.6398125,0.64075,0.14451270000000704
0,PCA,25,16,0.65825,0.65325,0.1458622000000105
0,PCA,25,17,0.768625,0.76975,0.8705544000000032
0,PCA,25,18,0.7473125,0.7465,0.204620900000009
0,PCA,25,19,0.5,0.5,0.03435639999997875
0,PCA,26,0,0.826375,0.8205,7.255201499999998
0,PCA,26,1,0.5,0.5,0.03358760000003258
0,PCA,26,2,0.5,0.5,0.030690800000002127
0,PCA,26,3,0.5,0.5,0.045349199999975554
0,PCA,26,4,0.6599375,0.658,0.0958363000000304
0,PCA,26,5,0.589625,0.59275,0.08780469999999241
0,PCA,26,6,0.5,0.5,0.028869899999961035
0,PCA,26,7,0.65425,0.64475,0.07335280000000921
0,PCA,26,8,0.688,0.6915,0.09342849999995906
0,PCA,26,9,0.747875,0.74325,0.25893789999997807
0,PCA,26,10,0.7671875,0.76275,0.14888750000000073
0,PCA,26,11,0.7530625,0.75525,0.09265750000002981
0,PCA,26,12,0.7583125,0.75825,0.19644019999998363
0,PCA,26,13,0.597,0.5935,0.20078150000000505
0,PCA,26,14,0.7546875,0.75675,0.7824177000000532
0,PCA,26,15,0.6035625,0.6035,0.14518939999999247
0,PCA,26,16,0.7715,0.76875,0.24724420000001146
0,PCA,26,17,0.7619375,0.7615,0.320569799999987
0,PCA,26,18,0.7719375,0.7715,0.3118676999999934
0,PCA,26,19,0.5,0.5,0.03244819999997617
0,PCA,27,0,0.7885,0.78975,0.6058495999999991
0,PCA,27,1,0.5,0.5,0.032720100000005914
0,PCA,27,2,0.5,0.5,0.032444999999995616
0,PCA,27,3,0.6485,0.64975,0.07936389999997573
0,PCA,27,4,0.5,0.5,0.0438146000000188
0,PCA,27,5,0.7495625,0.75075,0.1038012000000208
0,PCA,27,6,0.5,0.5,0.030417599999964295
0,PCA,27,7,0.742875,0.74025,0.1522496999999703
0,PCA,27,8,0.7545625,0.75375,0.11456909999998288
0,PCA,27,9,0.7510625,0.7535,0.18818920000001071
0,PCA,27,10,0.6895625,0.6905,0.09610470000001214
0,PCA,27,11,0.7585625,0.7595,0.1036520999999766
0,PCA,27,12,0.742875,0.74025,0.19960350000002336
0,PCA,27,13,0.7543125,0.75675,0.19488089999998692
0,PCA,27,14,0.765875,0.7635,0.33215210000003026
0,PCA,27,15,0.7543125,0.7525,0.238751700000023
0,PCA,27,16,0.7644375,0.7645,0.10856419999998934
0,PCA,27,17,0.6156875,0.6095,0.41280410000001666
0,PCA,27,18,0.7619375,0.7595,0.4519028999999932
0,PCA,27,19,0.5,0.5,0.030780099999958566
0,PCA,28,0,0.829625,0.8275,5.995534899999996
0,PCA,28,1,0.5,0.5,0.03189950000000863
0,PCA,28,2,0.5,0.5,0.03212279999996781
0,PCA,28,3,0.5114375,0.50825,0.05239539999996623
0,PCA,28,4,0.5,0.5,0.04408309999996618
0,PCA,28,5,0.7495625,0.75075,0.2687440000000265
0,PCA,28,6,0.5,0.5,0.028829900000005182
0,PCA,28,7,0.740125,0.74,0.16206269999997858
0,PCA,28,8,0.7453125,0.74675,0.15686800000003132
0,PCA,28,9,0.7523125,0.75075,0.24095219999998108
0,PCA,28,10,0.760125,0.75925,0.11002840000003289
0,PCA,28,11,0.6541875,0.6465,0.19400400000000673
0,PCA,28,12,0.7674375,0.76575,0.2950119999999856
0,PCA,28,13,0.5,0.5,0.03252550000001975
0,PCA,28,14,0.7813125,0.784,0.5993110000000001
0,PCA,28,15,0.65025,0.65025,0.13287339999999404
0,PCA,28,16,0.782,0.78025,0.18396169999999756
0,PCA,28,17,0.7775625,0.779,0.30545949999998356
0,PCA,28,18,0.7753125,0.7795,0.32102199999997083
0,PCA,28,19,0.5,0.5,0.031143600000007154
0,PCA,29,0,0.8305625,0.831,7.990182599999969
0,PCA,29,1,0.5,0.5,0.032610200000021905
0,PCA,29,2,0.5,0.5,0.031206300000008014
0,PCA,29,3,0.5,0.5,0.04195759999998927
0,PCA,29,4,0.6599375,0.658,0.07226960000002691
0,PCA,29,5,0.6823125,0.68625,0.10373350000003256
0,PCA,29,6,0.5,0.5,0.030095500000015818
0,PCA,29,7,0.674,0.68075,0.0838486999999759
0,PCA,29,8,0.5729375,0.57975,0.0880195000000299
0,PCA,29,9,0.54125,0.53725,0.28624689999998054
0,PCA,29,10,0.7389375,0.73975,0.22199849999998378
0,PCA,29,11,0.6404375,0.64225,0.12753709999998364
0,PCA,29,12,0.753125,0.754,0.5744634999999789
0,PCA,29,13,0.5,0.5,0.0532312999999931
0,PCA,29,14,0.7658125,0.761,0.9588535999999976
0,PCA,29,15,0.5405,0.5385,0.1317145000000437
0,PCA,29,16,0.751,0.75425,0.17865779999999631
0,PCA,29,17,0.754875,0.758,0.4584692999999902
0,PCA,29,18,0.7645625,0.76275,0.48053219999997054
0,PCA,29,19,0.5,0.5,0.033791500000006636
0,PCA,30,0,0.5,0.5,0.04310350000002927
0,PCA,30,1,0.5,0.5,0.030727499999954944
0,PCA,30,2,0.5,0.5,0.030809000000033393
0,PCA,30,3,0.6599375,0.658,0.1367462000000046
0,PCA,30,4,0.6599375,0.658,0.10098679999998694
0,PCA,30,5,0.7495625,0.75075,0.10047520000000532
0,PCA,30,6,0.5,0.5,0.030292099999996935
0,PCA,30,7,0.7495625,0.75075,0.15605219999997644
0,PCA,30,8,0.762375,0.76125,1.5721356999999898
0,PCA,30,9,0.505,0.503,0.5777765000000272
0,PCA,30,10,0.763,0.7615,0.14908249999996315
0,PCA,30,11,0.7560625,0.75825,0.10046869999996488
0,PCA,30,12,0.7445625,0.743,0.12789770000000544
0,PCA,30,13,0.5,0.5,0.0436626999999703
0,PCA,30,14,0.768,0.76775,0.18389529999996057
0,PCA,30,15,0.7731875,0.77225,0.6027693999999997
0,PCA,30,16,0.76625,0.76675,0.9620403000000124
0,PCA,30,17,0.76925,0.77025,0.40269100000000435
0,PCA,30,18,0.7746875,0.774,0.20911799999998948
0,PCA,30,19,0.5,0.5,0.03349050000002762
0,PCA,31,0,0.832875,0.83275,19.987069899999995
0,PCA,31,1,0.5,0.5,0.03449820000003001
0,PCA,31,2,0.5,0.5,0.03231009999996104
0,PCA,31,3,0.6599375,0.658,0.12953360000000202
0,PCA,31,4,0.6599375,0.658,0.10203289999998333
0,PCA,31,5,0.67875,0.68125,0.2457267999999999
0,PCA,31,6,0.5,0.5,0.03274549999997589
0,PCA,31,7,0.6178125,0.617,0.07068939999999202
0,PCA,31,8,0.59925,0.59225,0.10458119999998416
0,PCA,31,9,0.7545625,0.75375,0.20243110000001252
0,PCA,31,10,0.589625,0.59275,0.0823893999999541
0,PCA,31,11,0.767625,0.76675,0.08611239999999043
0,PCA,31,12,0.758875,0.76075,0.532175699999982
0,PCA,31,13,0.5,0.5,0.03675449999997227
0,PCA,31,14,0.7519375,0.75375,1.2934528000000114
0,PCA,31,15,0.6383125,0.637,0.1333253999999897
0,PCA,31,16,0.767125,0.76925,2.016579400000012
0,PCA,31,17,0.6306875,0.635,0.16120569999998224
0,PCA,31,18,0.7699375,0.77125,0.9804528000000232
0,PCA,31,19,0.5,0.5,0.03164670000001024
0,PCA,32,0,0.8295625,0.82925,10.299195499999996
0,PCA,32,1,0.5,0.5,0.03025660000002972
0,PCA,32,2,0.5,0.5,0.030811900000003334
0,PCA,32,3,0.6599375,0.658,0.1412639999999783
0,PCA,32,4,0.6599375,0.658,0.10147520000003851
0,PCA,32,5,0.67875,0.68125,0.23749899999995705
0,PCA,32,6,0.5,0.5,0.02760390000003099
0,PCA,32,7,0.6178125,0.617,0.07715439999998353
0,PCA,32,8,0.59925,0.59225,0.10247459999999364
0,PCA,32,9,0.7545625,0.75375,0.20202289999997447
0,PCA,32,10,0.589625,0.59275,0.08037830000000667
0,PCA,32,11,0.767625,0.76675,0.08819330000000036
0,PCA,32,12,0.758875,0.76075,0.5383062999999879
0,PCA,32,13,0.5,0.5,0.033062599999993836
0,PCA,32,14,0.7519375,0.75375,1.303968800000007
0,PCA,32,15,0.6383125,0.637,0.1426721999999927
0,PCA,32,16,0.767125,0.76925,2.027333999999996
0,PCA,32,17,0.6306875,0.635,0.16173229999998284
0,PCA,32,18,0.7699375,0.77125,0.988866900000005
0,PCA,32,19,0.5,0.5,0.031644299999982195
0,PCA,33,0,0.82975,0.82875,7.358516599999973
0,PCA,33,1,0.5,0.5,0.0373147999999901
0,PCA,33,2,0.5,0.5,0.03096189999996568
0,PCA,33,3,0.6599375,0.658,0.12675039999999171
0,PCA,33,4,0.6599375,0.658,0.10142160000003742
0,PCA,33,5,0.67875,0.68125,0.24494500000002972
0,PCA,33,6,0.5,0.5,0.029419800000027863
0,PCA,33,7,0.6178125,0.617,0.07796440000004168
0,PCA,33,8,0.59925,0.59225,0.10254900000001044
0,PCA,33,9,0.7545625,0.75375,0.2090954000000238
0,PCA,33,10,0.589625,0.59275,0.0932990000000018
0,PCA,33,11,0.767625,0.76675,0.08923920000000862
0,PCA,33,12,0.758875,0.76075,0.5500715000000014
0,PCA,33,13,0.5,0.5,0.035990499999968506
0,PCA,33,14,0.7519375,0.75375,1.3086989000000244
0,PCA,33,15,0.6383125,0.637,0.1317081999999914
0,PCA,33,16,0.767125,0.76925,2.0173728000000324
0,PCA,33,17,0.6306875,0.635,0.156559800000025
0,PCA,33,18,0.7699375,0.77125,0.9778880000000072
0,PCA,33,19,0.5,0.5,0.03399269999999888
0,PCA,34,0,0.833375,0.83275,10.851080299999978
0,PCA,34,1,0.5,0.5,0.03525530000001709
0,PCA,34,2,0.5,0.5,0.030873799999994844
0,PCA,34,3,0.6599375,0.658,0.13597190000001547
0,PCA,34,4,0.6599375,0.658,0.1021734000000265
0,PCA,34,5,0.67875,0.68125,0.24398089999999684
0,PCA,34,6,0.5,0.5,0.0278805000000375
0,PCA,34,7,0.6178125,0.617,0.0741706000000022
0,PCA,34,8,0.59925,0.59225,0.10499269999996841
0,PCA,34,9,0.7545625,0.75375,0.20204089999998587
0,PCA,34,10,0.589625,0.59275,0.08729850000003125
0,PCA,34,11,0.767625,0.76675,0.09077789999997776
0,PCA,34,12,0.758875,0.76075,0.5387956000000145
0,PCA,34,13,0.5,0.5,0.03343219999999292
0,PCA,34,14,0.7519375,0.75375,1.3076542000000018
0,PCA,34,15,0.6383125,0.637,0.13865319999996473
0,PCA,34,16,0.767125,0.76925,2.009319199999993
0,PCA,34,17,0.6306875,0.635,0.1502704000000108
0,PCA,34,18,0.7699375,0.77125,0.9933884000000148
0,PCA,34,19,0.5,0.5,0.03142769999999473
0,RAW,0,1,0.5,0.5,0.03136729999999943
0,RAW,0,2,0.5,0.5,0.030536899999958678
0,RAW,0,3,0.6599375,0.658,0.13368169999995416
0,RAW,0,4,0.6599375,0.658,0.10347670000004427
0,RAW,0,5,0.697875,0.69975,0.31152600000001485
0,RAW,0,6,0.5,0.5,0.029360000000053788
0,RAW,0,7,0.6178125,0.617,0.07626440000001367
0,RAW,0,8,0.758875,0.76075,0.1301551000000245
0,RAW,0,9,0.750625,0.75275,0.24774949999999762
0,RAW,0,10,0.6230625,0.62325,0.1015749000000028
0,RAW,0,11,0.7650625,0.76375,0.116728500000022
0,RAW,0,12,0.7686875,0.76775,0.2623462000000245
0,RAW,0,13,0.5,0.5,0.0332768000000101
0,RAW,0,14,0.752125,0.75375,0.755979200000013
0,RAW,0,15,0.6864375,0.687,0.12223449999999048
0,RAW,0,16,0.7738125,0.77225,0.16865539999997736
0,RAW,0,17,0.769125,0.77025,0.44802590000000464
0,RAW,0,18,0.7575,0.757,0.8550611000000004
0,RAW,0,19,0.5,0.5,0.03050970000003872
0,RAW,0,20,0.76575,0.76975,0.15523539999998093
0,RAW,0,21,0.5,0.5,0.03106950000000097
0,RAW,0,22,0.7645625,0.7655,1.0349758999999494
0,RAW,0,23,0.5,0.5,0.03668750000002774
0,RAW,0,24,0.5,0.5,0.033890300000052775
0,RAW,0,25,0.7773125,0.77675,2.7246748000000025
0,RAW,0,26,0.73875,0.74375,0.4377968999999666
0,RAW,0,27,0.5,0.5,0.03388069999999743
0,RAW,0,28,0.7735625,0.7765,0.3726790000000051
0,RAW,0,29,0.781,0.78525,0.5292721999999799
0,RAW,0,30,0.5,0.5,0.04066749999998365
0,RAW,0,31,0.77725,0.78375,0.723366800000008
0,RAW,0,32,0.768,0.7725,2.4012186999999585
0,RAW,0,33,0.597625,0.60175,0.27874770000005356
0,RAW,0,34,0.5,0.5,0.03790359999993598
0,ICA,1,0,0.5,0.5,0.029444000000012238
0,ICA,1,1,0.5,0.5,0.0362168000000338
0,ICA,1,2,0.5,0.5,0.03727090000006683
0,ICA,1,3,0.7495625,0.75075,0.11551880000001802
0,ICA,1,4,0.753125,0.75575,0.13399409999999534
0,ICA,1,5,0.63775,0.638,0.10333769999999731
0,ICA,1,6,0.5,0.5,0.030551199999990786
0,ICA,1,7,0.6615,0.666,0.2278716999999233
0,ICA,1,8,0.6010625,0.601,0.0695976999999175
0,ICA,1,9,0.6855625,0.69025,0.16230130000008103
0,ICA,1,10,0.616375,0.6095,0.10776770000006763
0,ICA,1,11,0.752625,0.75475,0.2467164000000821
0,ICA,1,12,0.7561875,0.75975,0.3735787000000528
0,ICA,1,13,0.5,0.5,0.033393300000057025
0,ICA,1,14,0.75275,0.75475,0.4740390000000616
0,ICA,1,15,0.75625,0.7585,0.5713997999999947
0,ICA,1,16,0.7581875,0.75875,0.2738937999999962
0,ICA,1,17,0.7581875,0.75875,2.7717455999999174
0,ICA,1,18,0.7581875,0.7605,0.4791104999999334
0,ICA,1,19,0.5,0.5,0.031195199999956458
0,ICA,2,0,0.5,0.5,0.030831100000000333
0,ICA,2,1,0.5,0.5,0.03952500000002601
0,ICA,2,2,0.5,0.5,0.03134659999989253
0,ICA,2,3,0.6485,0.64975,0.08215210000003026
0,ICA,2,4,0.6485,0.64975,0.09303339999996751
0,ICA,2,5,0.7495625,0.75075,0.19105930000000626
0,ICA,2,6,0.5,0.5,0.03251389999991261
0,ICA,2,7,0.721375,0.7265,0.5799438999999893
0,ICA,2,8,0.6535,0.65275,0.08539680000001226
0,ICA,2,9,0.7545625,0.75375,0.2721060999999736
0,ICA,2,10,0.7545625,0.75375,0.23865650000004734
0,ICA,2,11,0.601125,0.601,0.10300680000000284
0,ICA,2,12,0.7545625,0.75375,0.25404439999999795
0,ICA,2,13,0.5,0.5,0.05123710000009396
0,ICA,2,14,0.7545625,0.75375,1.4126419000000396
0,ICA,2,15,0.62575,0.63375,0.1827679000000444
0,ICA,2,16,0.7653125,0.7645,1.2906586000000289
0,ICA,2,17,0.7653125,0.7645,1.0230843000000505
0,ICA,2,18,0.7653125,0.7645,0.26192919999994047
0,ICA,2,19,0.5,0.5,0.03251820000002681
0,ICA,3,0,0.5,0.5,0.025315999999975247
0,ICA,3,1,0.5,0.5,0.0323027000000593
0,ICA,3,2,0.5,0.5,0.03222970000001624
0,ICA,3,3,0.652375,0.652,0.1029072000000042
0,ICA,3,4,0.744,0.74525,0.07570449999991524
0,ICA,3,5,0.63525,0.63675,0.10415290000003097
0,ICA,3,6,0.5,0.5,0.028640600000017002
0,ICA,3,7,0.74925,0.749,0.13756319999993138
0,ICA,3,8,0.7533125,0.75525,0.09349429999997483
0,ICA,3,9,0.7611875,0.76525,0.22331819999999425
0,ICA,3,10,0.5,0.5,0.047318799999970906
0,ICA,3,11,0.5960625,0.586,0.10246779999999944
0,ICA,3,12,0.75325,0.752,0.20099680000009812
0,ICA,3,13,0.7248125,0.72525,0.16108580000002348
0,ICA,3,14,0.7665625,0.7675,0.30964159999996355
0,ICA,3,15,0.67475,0.67725,0.11377590000006421
0,ICA,3,16,0.7745,0.77675,0.6432872000000316
0,ICA,3,17,0.7745,0.77675,0.815751500000033
0,ICA,3,18,0.7745,0.77675,0.6512678999999935
0,ICA,3,19,0.5,0.5,0.03198170000007394
0,ICA,4,0,0.7565,0.75675,0.4805079000000205
0,ICA,4,1,0.5,0.5,0.03202210000006289
0,ICA,4,2,0.5,0.5,0.034011699999950906
0,ICA,4,3,0.732625,0.73475,0.1109016000000338
0,ICA,4,4,0.7354375,0.738,0.08144619999995939
0,ICA,4,5,0.6459375,0.645,0.09044829999993453
0,ICA,4,6,0.5,0.5,0.030603799999994408
0,ICA,4,7,0.617125,0.62675,0.10831209999992097
0,ICA,4,8,0.6055625,0.61425,0.09028000000000702
0,ICA,4,9,0.598625,0.59475,0.2698447999999871
0,ICA,4,10,0.753125,0.7515,0.25238339999998516
0,ICA,4,11,0.604125,0.6105,0.13030059999994137
0,ICA,4,12,0.6955,0.69275,0.14872239999999692
0,ICA,4,13,0.5005625,0.49875,0.036571600000002036
0,ICA,4,14,0.75825,0.756,0.19607159999998203
0,ICA,4,15,0.644,0.64275,0.16429410000000644
0,ICA,4,16,0.755,0.7545,0.2662980999999718
0,ICA,4,17,0.7630625,0.76125,0.25127659999998286
0,ICA,4,18,0.7633125,0.76475,0.19794799999999668
0,ICA,4,19,0.5,0.5,0.03771399999993719
0,ICA,5,0,0.763375,0.76525,0.40387440000006336
0,ICA,5,1,0.5,0.5,0.03509439999993447
0,ICA,5,2,0.5,0.5,0.03048609999996188
0,ICA,5,3,0.5,0.5,0.04700179999997545
0,ICA,5,4,0.726125,0.73275,0.09942880000005516
0,ICA,5,5,0.5799375,0.58075,0.1216464999999971
0,ICA,5,6,0.5,0.5,0.03109469999992598
0,ICA,5,7,0.6881875,0.68575,0.06880069999999705
0,ICA,5,8,0.623375,0.6295,0.0998255000000654
0,ICA,5,9,0.6086875,0.607,0.18132229999991978
0,ICA,5,10,0.5625,0.559,0.09939599999995608
0,ICA,5,11,0.699625,0.69675,0.1336772000000792
0,ICA,5,12,0.742875,0.746,0.13802789999999732
0,ICA,5,13,0.5,0.5,0.05494900000007874
0,ICA,5,14,0.73625,0.74,0.18137650000005578
0,ICA,5,15,0.579375,0.58575,0.11394949999998971
0,ICA,5,16,0.7529375,0.75325,0.2626453999999967
0,ICA,5,17,0.7616875,0.76225,0.4696618000000399
0,ICA,5,18,0.74475,0.74775,0.21614890000000742
0,ICA,5,19,0.5,0.5,0.033617199999980585
0,ICA,6,0,0.5,0.5,0.025841399999990244
0,ICA,6,1,0.5,0.5,0.03105439999990267
0,ICA,6,2,0.5,0.5,0.03742849999991904
0,ICA,6,3,0.726375,0.7295,0.1813739000000396
0,ICA,6,4,0.7281875,0.73125,0.1414218999999548
0,ICA,6,5,0.72025,0.72725,0.3075932000000421
0,ICA,6,6,0.5,0.5,0.029220100000088678
0,ICA,6,7,0.7015,0.7055,0.4824632999999494
0,ICA,6,8,0.7455,0.754,0.17856560000006994
0,ICA,6,9,0.692,0.69775,0.18128980000005868
0,ICA,6,10,0.6791875,0.684,0.08241099999997914
0,ICA,6,11,0.7434375,0.748,0.2632585000000063
0,ICA,6,12,0.568125,0.566,0.07775960000003579
0,ICA,6,13,0.7098125,0.71175,0.21323820000009164
0,ICA,6,14,0.7594375,0.7615,0.1805654999999433
0,ICA,6,15,0.5,0.5,0.05306900000005044
0,ICA,6,16,0.7535,0.75,0.29109989999994923
0,ICA,6,17,0.752,0.74825,2.076901399999997
0,ICA,6,18,0.7628125,0.75625,0.18409699999995155
0,ICA,6,19,0.5,0.5,0.03424789999996847
0,ICA,7,0,0.7886875,0.79175,0.8350049000000581
0,ICA,7,1,0.5,0.5,0.03431799999998475
0,ICA,7,2,0.5,0.5,0.03234929999996439
0,ICA,7,3,0.5,0.5,0.048569799999995666
0,ICA,7,4,0.7441875,0.745,0.1361544999999751
0,ICA,7,5,0.730875,0.733,0.22148140000001604
0,ICA,7,6,0.5,0.5,0.028144900000029338
0,ICA,7,7,0.7209375,0.7255,0.19253650000007383
0,ICA,7,8,0.63275,0.63725,0.08696659999998246
0,ICA,7,9,0.735625,0.739,0.1893056000000115
0,ICA,7,10,0.5,0.5,0.03533340000001317
0,ICA,7,11,0.5915625,0.59475,0.08909749999997985
0,ICA,7,12,0.74075,0.7425,0.19244670000000497
0,ICA,7,13,0.5,0.5,0.05432980000000498
0,ICA,7,14,0.739,0.74225,0.27760909999994965
0,ICA,7,15,0.728875,0.73325,0.2040699000000359
0,ICA,7,16,0.7429375,0.74425,0.43666849999999613
0,ICA,7,17,0.5783125,0.57025,0.15839449999998578
0,ICA,7,18,0.747125,0.7465,0.33199230000002444
0,ICA,7,19,0.5,0.5,0.037582799999995586
0,ICA,8,0,0.789,0.79075,0.6486131999999998
0,ICA,8,1,0.5,0.5,0.033807000000024345
0,ICA,8,2,0.5,0.5,0.03780830000005153
0,ICA,8,3,0.5,0.5,0.04739770000003318
0,ICA,8,4,0.5,0.5,0.05932970000003479
0,ICA,8,5,0.685875,0.69575,0.14421470000002046
0,ICA,8,6,0.5,0.5,0.02751679999994394
0,ICA,8,7,0.7246875,0.73075,0.09606569999994008
0,ICA,8,8,0.7248125,0.73225,0.17990469999995184
0,ICA,8,9,0.7121875,0.72625,0.32142210000006344
0,ICA,8,10,0.6515,0.6605,0.0707850999999664
0,ICA,8,11,0.645875,0.6515,0.09055000000000746
0,ICA,8,12,0.7355625,0.744,0.2873273000000154
0,ICA,8,13,0.5311875,0.533,0.16342040000006364
0,ICA,8,14,0.7298125,0.73475,0.23563689999991766
0,ICA,8,15,0.7378125,0.74425,0.38579200000003766
0,ICA,8,16,0.757125,0.762,0.9750015000000758
0,ICA,8,17,0.736,0.74075,0.3734686000000238
0,ICA,8,18,0.764125,0.77175,0.2749582999999802
0,ICA,8,19,0.5,0.5,0.032546099999990474
0,ICA,9,0,0.5,0.5,0.03997950000007222
0,ICA,9,1,0.5,0.5,0.03669409999997697
0,ICA,9,2,0.5,0.5,0.030756399999972928
0,ICA,9,3,0.61475,0.62325,0.1085601999999426
0,ICA,9,4,0.6161875,0.61925,0.08929710000006708
0,ICA,9,5,0.7114375,0.71775,0.16845020000005206
0,ICA,9,6,0.5,0.5,0.038259400000015376
0,ICA,9,7,0.7284375,0.7355,0.0852118000000246
0,ICA,9,8,0.733625,0.74,1.1367897000000085
0,ICA,9,9,0.6184375,0.62175,0.17720970000004854
0,ICA,9,10,0.7300625,0.738,0.24984380000000783
0,ICA,9,11,0.738875,0.74525,0.12766869999995833
0,ICA,9,12,0.7424375,0.746,0.8833752999998978
0,ICA,9,13,0.5,0.5,0.2709661999999753
0,ICA,9,14,0.741375,0.74625,0.5518158000000994
0,ICA,9,15,0.739375,0.74275,0.24372510000000602
0,ICA,9,16,0.754625,0.7625,0.7008557000000337
0,ICA,9,17,0.748375,0.756,0.7165480000001025
0,ICA,9,18,0.6314375,0.63625,0.12386950000006891
0,ICA,9,19,0.7633125,0.766,0.3636160999999447
0,ICA,10,0,0.5,0.5,0.026061299999923904
0,ICA,10,1,0.5,0.5,0.039389799999980823
0,ICA,10,2,0.5,0.5,0.031747699999982615
0,ICA,10,3,0.549,0.553,0.10685469999998531
0,ICA,10,4,0.5,0.5,0.0474835999999641
0,ICA,10,5,0.67475,0.67725,0.19102490000000216
0,ICA,10,6,0.5,0.5,0.031475399999976617
0,ICA,10,7,0.6976875,0.7135,0.09838490000004185
0,ICA,10,8,0.73675,0.743,0.12318469999991066
0,ICA,10,9,0.74325,0.7485,0.539169099999981
0,ICA,10,10,0.6289375,0.62475,0.12499450000007073
0,ICA,10,11,0.739875,0.7455,0.25828039999998964
0,ICA,10,12,0.74225,0.74725,0.3042358999999806
0,ICA,10,13,0.5,0.5,0.03437450000001263
0,ICA,10,14,0.743,0.7485,0.17461040000000594
0,ICA,10,15,0.659125,0.66525,0.20882340000002841
0,ICA,10,16,0.742125,0.74425,1.162652699999967
0,ICA,10,17,0.761125,0.763,0.23982360000002245
0,ICA,10,18,0.759375,0.761,0.30045780000000377
0,ICA,10,19,0.5,0.5,0.031546800000000985
0,ICA,11,0,0.7908125,0.79525,1.7517025000000785
0,ICA,11,1,0.5,0.5,0.0316270999999233
0,ICA,11,2,0.5,0.5,0.03088500000001204
0,ICA,11,3,0.6243125,0.62825,0.3301821000000018
0,ICA,11,4,0.5,0.5,0.05911730000002535
0,ICA,11,5,0.6354375,0.64675,0.08232269999996333
0,ICA,11,6,0.5,0.5,0.028869100000065373
0,ICA,11,7,0.7078125,0.72325,0.3430084999999963
0,ICA,11,8,0.653375,0.6605,0.09309689999997772
0,ICA,11,9,0.7216875,0.73625,0.42543569999998
0,ICA,11,10,0.739875,0.7455,1.4291726000000153
0,ICA,11,11,0.73825,0.744,0.2859068999999863
0,ICA,11,12,0.6981875,0.70475,0.15380320000008396
0,ICA,11,13,0.5,0.5,0.3431816999999455
0,ICA,11,14,0.74775,0.7485,1.4087332999999944
0,ICA,11,15,0.5591875,0.55625,0.14830570000003718
0,ICA,11,16,0.744875,0.7515,0.6420094999999719
0,ICA,11,17,0.7378125,0.745,1.7074547999999368
0,ICA,11,18,0.7633125,0.76775,0.6569734000000835
0,ICA,11,19,0.5,0.5,0.03273239999998623
0,ICA,12,0,0.5,0.5,0.026661600000011276
0,ICA,12,1,0.5,0.5,0.03276410000000851
0,ICA,12,2,0.5,0.5,0.03218379999998433
0,ICA,12,3,0.5095625,0.505,0.06512220000001889
0,ICA,12,4,0.5531875,0.55575,0.06119669999998223
0,ICA,12,5,0.6354375,0.64675,0.22086730000000898
0,ICA,12,6,0.5,0.5,0.032591999999908694
0,ICA,12,7,0.571375,0.5735,0.10235799999998108
0,ICA,12,8,0.572625,0.576,0.11231359999999313
0,ICA,12,9,0.525375,0.52575,0.3881405000000768
0,ICA,12,10,0.56575,0.5645,0.6320195000000695
0,ICA,12,11,0.733625,0.739,0.14967769999998382
0,ICA,12,12,0.7300625,0.7345,0.3054889000000003
0,ICA,12,13,0.5,0.5,0.05726619999995819
0,ICA,12,14,0.73225,0.737,0.19721190000007027
0,ICA,12,15,0.563,0.56075,0.23053779999997914
0,ICA,12,16,0.73225,0.737,2.5351903000000675
0,ICA,12,17,0.7400625,0.74,1.071825800000056
0,ICA,12,18,0.727125,0.72825,0.22340989999997873
0,ICA,12,19,0.5,0.5,0.030549800000017058
0,ICA,13,0,0.5,0.5,0.03236370000001898
0,ICA,13,1,0.5,0.5,0.03332020000004832
0,ICA,13,2,0.5,0.5,0.03574439999999868
0,ICA,13,3,0.6243125,0.62825,0.3397109999999657
0,ICA,13,4,0.5,0.5,0.06092609999996057
0,ICA,13,5,0.5275,0.54025,0.11445359999993343
0,ICA,13,6,0.5,0.5,0.03322090000006028
0,ICA,13,7,0.697875,0.715,0.08702249999998912
0,ICA,13,8,0.68325,0.68825,0.547953800000073
0,ICA,13,9,0.50125,0.50025,0.13679739999997764
0,ICA,13,10,0.628875,0.63325,0.13140679999992244
0,ICA,13,11,0.7253125,0.72675,0.08243549999997413
0,ICA,13,12,0.6150625,0.624,0.2286265000000185
0,ICA,13,13,0.5,0.5,0.058842599999934464
0,ICA,13,14,0.729375,0.734,0.8691863999999896
0,ICA,13,15,0.665625,0.668,0.14762679999989814
0,ICA,13,16,0.7384375,0.73825,1.0624407999999903
0,ICA,13,17,0.5778125,0.5695,0.4780342000000246
