,Algorithm,Components,Clusters,Homogeneity,Time
0,ICA,10,12,0.169946938308473,13.678276000000551
0,ICA,10,13,0.16496748914505388,13.892999899999268
0,ICA,10,14,0.17342332041017028,15.654189799999585
0,ICA,10,15,0.17401631483121707,13.354089500000555
0,ICA,10,16,0.20970425396823938,10.353352399999494
0,ICA,10,17,0.20519416186384323,13.661848499999905
0,ICA,10,18,0.20951050707507066,10.300649799999519
0,ICA,10,19,0.20675669112060469,5.46833770000012
0,ICA,11,1,0.0,0.03524470000047586
0,ICA,11,2,0.016988345771206913,0.41989269999976386
0,ICA,11,3,0.08016606949877503,0.3760115000004589
0,ICA,11,4,0.12378513863966675,0.23108479999973497
0,ICA,11,5,0.1093979656003185,0.8032844999997906
0,ICA,11,6,0.11529358657173652,2.041567500000383
0,ICA,11,7,0.14311381898443737,4.162180299999818
0,ICA,11,8,0.15364101650169248,3.91104599999926
0,ICA,11,9,0.1505376199610339,5.385617800000546
0,ICA,11,10,0.14968815616416814,8.479690699999992
0,ICA,11,11,0.1539313923532234,8.556038400000034
0,ICA,11,12,0.14314456497277364,8.26653499999884
0,ICA,11,13,0.1685068648949826,13.692359700000452
0,ICA,11,14,0.1659860525784298,12.386241600001085
0,ICA,11,15,0.1727888069426877,16.644709300000613
0,ICA,11,16,0.16476875796179216,3.8261101999996754
0,ICA,11,17,0.16943696064445057,4.827848599999925
0,ICA,11,18,0.18596449160177003,14.558229399999618
0,ICA,11,19,0.18077223588020752,27.055868499999633
0,ICA,12,1,0.0,0.2563453999991907
0,ICA,12,2,0.018464924784204334,2.556663999999728
0,ICA,12,3,0.08744777358083078,3.352869300000748
0,ICA,12,4,0.10948076095202865,8.94872320000104
0,ICA,12,5,0.15521090466097848,9.53296489999957
0,ICA,12,6,0.1521431614775438,5.260778099998788
0,ICA,12,7,0.14657487657873147,10.77047069999935
0,ICA,12,8,0.14463934029683698,15.437883900000088
0,ICA,12,9,0.1659102643090959,18.874395099999674
0,ICA,12,10,0.1536160006914755,18.99844739999935
0,ICA,12,11,0.1588653361738525,23.426832499999364
0,ICA,12,12,0.16251055359223682,25.17940869999984
0,ICA,12,13,0.16294094133731649,23.199926499999492
0,ICA,12,14,0.14655115474620156,32.31399229999988
0,ICA,12,15,0.18234830308123753,6683.899443499999
0,ICA,12,16,0.1800869369590563,28.04084689999945
0,ICA,12,17,0.17005870110944468,20.215501500002574
0,ICA,12,18,0.18196264597544673,22.97607860000062
0,ICA,12,19,0.15917753148380084,11.823598300001322
0,ICA,13,1,0.0,0.408897799999977
0,ICA,13,2,0.0767330491984513,0.20740110000042478
0,ICA,13,3,0.11612194698978653,0.62840480000159
0,ICA,13,4,0.10007950174972582,0.6976450999973167
0,ICA,13,5,0.11844748541227987,0.5201001999994332
0,ICA,13,6,0.10629213763471172,1.4639452000010351
0,ICA,13,7,0.1528858523854755,1.3686492000015278
0,ICA,13,8,0.13569252627631628,4.11877689999892
0,ICA,13,9,0.1437959399811828,3.935256600001594
0,ICA,13,10,0.14670719555032752,2.0309256999971694
0,ICA,13,11,0.130509524901109,5.448922399998992
0,ICA,13,12,0.13858075059655325,7.125085099996795
0,ICA,13,13,0.12507123391258806,8.949948500001483
0,ICA,13,14,0.13586778873562178,16.041770899999392
0,ICA,13,15,0.14129564456998087,13.343796499997552
0,ICA,13,16,0.15421099353140078,15.065042499998526
0,ICA,13,17,0.16896633230792724,21.890240299999277
0,ICA,13,18,0.1629391490057938,5.227812500001164
0,ICA,13,19,0.1436952090768767,14.336492499998712
0,ICA,14,1,0.0,0.23140109999803826
0,ICA,14,2,0.0350366551109427,0.3266110000004119
0,ICA,14,3,0.014731376191088533,0.5388620000012452
0,ICA,14,4,0.03510621771120091,0.2814509999989241
0,ICA,14,5,0.05870683444992246,1.836538899999141
0,ICA,14,6,0.10227858163988536,1.57519400000092
0,ICA,14,7,0.10253290259941919,1.3277173999995284
0,ICA,14,8,0.12623664869684495,1.76592779999919
0,ICA,14,9,0.12600320033470896,12.064460800000234
0,ICA,14,10,0.13268353565809085,25.613406000000396
0,ICA,14,11,0.1399140541343084,23.342919799997617
0,ICA,14,12,0.14369860797428985,26.253686500000185
0,ICA,14,13,0.1555821502818557,25.904960399999254
0,ICA,14,14,0.15990469474301366,35.536174000000756
0,ICA,14,15,0.1519600312391622,24.06525959999999
0,ICA,14,16,0.1418570073620685,29.903256599998713
0,ICA,14,17,0.1426825071048294,46.89035719999811
0,ICA,14,18,0.1468300521121146,34.69233189999795
0,ICA,14,19,0.14193046575908574,28.59444480000093
0,ICA,15,1,0.0,0.6301229000018793
0,ICA,15,2,0.02008410633584794,1.9458951000015077
0,ICA,15,3,0.10951251646011885,1.6131012000005285
0,ICA,15,4,0.11506676708384404,3.403407400001015
0,ICA,15,5,0.11521049073021548,3.439317899999878
0,ICA,15,6,0.11450777558610271,7.8958773000013025
0,ICA,15,7,0.1295995864073228,12.249696399998356
0,ICA,15,8,0.1491743407495123,5.363816799999768
0,ICA,15,9,0.12982569019695994,7.138287100002344
0,ICA,15,10,0.15415723265834638,5.581433899998956
0,ICA,15,11,0.1374832407654316,3.7990313000009337
0,ICA,15,12,0.12626890073538377,3.4982659999986936
0,ICA,15,13,0.14304823200547673,8.647285899998678
0,ICA,15,14,0.1462509450221801,3.663175899997441
0,ICA,15,15,0.13300108465133634,19.38573069999984
0,ICA,15,16,0.148491194170926,17.772349300001224
0,ICA,15,17,0.15069547781142442,12.278083400000469
0,ICA,15,18,0.14153697577919036,17.308810700000322
0,ICA,15,19,0.14721694029972787,20.78482200000144
0,ICA,16,1,0.0,0.23127129999920726
0,ICA,16,2,0.02168957703619189,0.6526631999986421
0,ICA,16,3,0.05892812670942631,0.6704532000003383
0,ICA,16,4,0.054642103251316694,0.6194313999985752
0,ICA,16,5,0.05130085892290266,1.1121098000003258
0,ICA,16,6,0.05533528787553149,1.440933000001678
0,ICA,16,7,0.08936765142387791,1.6355089000026055
0,ICA,16,8,0.13879202701102253,2.135663900000509
0,ICA,16,9,0.1366572056171235,2.834860099999787
0,ICA,16,10,0.1273907753474458,19.502872100001696
0,ICA,16,11,0.12769221181635468,21.583962900000188
0,ICA,16,12,0.1454851705466892,51.46705160000056
0,ICA,16,13,0.13592062324031695,40.11229910000111
0,ICA,16,14,0.13224009886107654,31.51268279999931
0,ICA,16,15,0.12889851074783082,40.79358090000096
0,ICA,16,16,0.1354536554730005,55.84077999999863
0,ICA,16,17,0.13280212606424072,27.123787799999263
0,ICA,16,18,0.13332102151076589,33.4129514999986
0,ICA,16,19,0.1388109114657385,21.5063362999972
0,ICA,17,1,0.0,0.24745179999808897
0,ICA,17,2,0.029011045544647684,0.5074979999990319
0,ICA,17,3,0.08333408322430264,1.1795289000001503
0,ICA,17,4,0.09505028146949784,0.7332272000021476
0,ICA,17,5,0.08959248689232316,0.8553431000000273
0,ICA,17,6,0.10042345312997326,0.976781999997911
0,ICA,17,7,0.1219995813821285,5.580247799996869
0,ICA,17,8,0.12147604055968733,1.2685190000011062
0,ICA,17,9,0.14913822615834701,5.47800990000178
0,ICA,17,10,0.09842114926517825,8.579098499998508
0,ICA,17,11,0.08098292921557179,14.205565399999614
0,ICA,17,12,0.08287186862775593,14.61381220000112
0,ICA,17,13,0.1095814785163829,14.82642979999946
0,ICA,17,14,0.11590341556225585,20.52002580000044
0,ICA,17,15,0.13403101495621725,17.26674329999878
0,ICA,17,16,0.12889095073244491,3.57298389999778
0,ICA,17,17,0.1240061848933586,36.46025319999899
0,ICA,17,18,0.13006000177157032,46.49452190000011
0,ICA,17,19,0.12298184678287573,56.03466929999922
0,ICA,18,1,0.0,0.6841648999979952
0,ICA,18,2,0.00267272021219825,0.47694229999979143
0,ICA,18,3,0.02027424413091559,4.979109999996581
0,ICA,18,4,0.006801295980749031,4.149044499998126
0,ICA,18,5,0.02908462370626543,5.383189799998945
0,ICA,18,6,0.044463489960860296,6.39335530000244
0,ICA,18,7,0.11695796523613321,32.548971000000165
0,ICA,18,8,0.15701942446360168,14.906457299999602
0,ICA,18,9,0.1532844746364071,18.129410499997903
0,ICA,18,10,0.14314115942043043,24.602557299996988
0,ICA,18,11,0.1476199432753541,26.408860400002595
0,ICA,18,12,0.13837805301375924,36.56774519999817
0,ICA,18,13,0.1234897980613476,10.035356799999136
0,ICA,18,14,0.13551372022637856,16.976414799999475
0,ICA,18,15,0.11258020232680037,15.85914749999938
0,ICA,18,16,0.11542726882729423,5.243188599997666
0,ICA,18,17,0.12201477751400173,5.873101999997743
0,ICA,18,18,0.13349887852885925,12.482026300000143
0,ICA,18,19,0.135112044275075,29.46064519999709
0,ICA,19,1,0.0,0.08997599999929662
0,ICA,19,2,0.015263162865534773,3.3237593000012566
0,ICA,19,3,0.027243456711581085,2.3899891000000935
0,ICA,19,4,0.006157216434754292,2.3562631999993755
0,ICA,19,5,0.017868244713174213,0.7236203999964346
0,ICA,19,6,0.054062341448195744,3.707153200000903
0,ICA,19,7,0.07012230855340977,3.2206981999988784
0,ICA,19,8,0.12203328626605957,5.701827000000776
0,ICA,19,9,0.10461168536646065,19.318424299999606
0,ICA,19,10,0.10282242324625755,9.669315899998765
0,ICA,19,11,0.1213511806190815,6.9841630999981135
0,ICA,19,12,0.12542006543133652,9.887588400000823
0,ICA,19,13,0.11574586409372117,13.150376900000992
0,ICA,19,14,0.13276434491045958,7.69006630000149
0,ICA,19,15,0.1465288789170857,29.43067979999978
0,ICA,19,16,0.12916214111586802,59.71411249999801
0,ICA,19,17,0.1271918135593954,45.588396200000716
0,ICA,19,18,0.12219114866605471,32.66874470000039
0,ICA,19,19,0.12186465990620327,55.152369100000215
0,ICA,20,1,0.0,0.6392168999991554
0,ICA,20,2,0.0036940302717528603,1.4475759999986622
0,ICA,20,3,0.050708455693339254,7.620002499999828
0,ICA,20,4,0.0955244063604272,5.181505399999878
0,ICA,20,5,0.08416665598437117,8.902364800000214
0,ICA,20,6,0.1514636968447673,12.505170599997655
0,ICA,20,7,0.12367998964869947,7.9350283999992826
0,ICA,20,8,0.11997783609997585,14.131683799998427
0,ICA,20,9,0.13189116724624161,23.489790899999207
0,ICA,20,10,0.12483577077493775,18.743922899997415
0,ICA,20,11,0.10770998353356709,22.92473020000034
0,ICA,20,12,0.11862582644297488,16.090302700002212
0,ICA,20,13,0.1194878123717237,21.739722499998607
0,ICA,20,14,0.14022554149670746,8.802563099998224
0,ICA,20,15,0.13540616706168815,10.12595919999876
0,ICA,20,16,0.1302102732080851,12.581888799999433
0,ICA,20,17,0.1280728011461496,23.901703599996836
0,ICA,20,18,0.10071999391037494,18.954224400000385
0,ICA,20,19,0.09573212630068338,23.493699799997557
0,ICA,21,1,0.0,0.05424169999969308
0,ICA,21,2,0.0014352288977618319,0.7980297999965842
0,ICA,21,3,0.054200016083249626,1.008819599999697
0,ICA,21,4,0.010312333566602716,3.7557242999973823
0,ICA,21,5,0.04453886068613003,3.925136999998358
0,ICA,21,6,0.08423292990649754,7.183909000003041
0,ICA,21,7,0.08065226430083684,7.7085546999987855
0,ICA,21,8,0.12534507020611177,9.788439799998741
0,ICA,21,9,0.1299172894581182,4.62175550000029
0,ICA,21,10,0.12114415899483338,3.623164499997074
0,ICA,21,11,0.133388299843443,5.194562000000587
0,ICA,21,12,0.10222057476649642,40.662011399999756
0,ICA,21,13,0.1109988826725585,42.728347800002666
0,ICA,21,14,0.12080027790770141,26.652171400000952
0,ICA,21,15,0.12021102701784019,32.34121309999682
0,ICA,21,16,0.1200642207012318,38.32682190000196
0,ICA,21,17,0.10236993607136335,59.14502589999756
0,ICA,21,18,0.10834719779194203,28.745465600000898
0,ICA,21,19,0.10792457408294674,32.8039205999994
0,ICA,22,1,0.0,0.4775109000001976
0,ICA,22,2,0.001594767248867411,0.558251400001609
0,ICA,22,3,0.003587324723593108,1.2264106000002357
0,ICA,22,4,0.007333250313231483,2.0856598999998823
0,ICA,22,5,0.06658559070774053,3.0934995999996318
0,ICA,22,6,0.055532957277059605,4.272479899998871
0,ICA,22,7,0.059230501255110465,4.622762099999818
0,ICA,22,8,0.11232509701606543,6.2762140999984695
0,ICA,22,9,0.10433357011348103,7.770531199999823
0,ICA,22,10,0.127874238738874,6.162173900000198
0,ICA,22,11,0.1039032580255943,4.895059300000867
0,ICA,22,12,0.09140640208554708,13.321838100000605
0,ICA,22,13,0.09926610672283279,18.24440609999874
0,ICA,22,14,0.10776340552237418,16.25735369999893
0,ICA,22,15,0.09518815594595462,9.347365100002207
0,ICA,22,16,0.10708541519358586,28.684502600000997
0,ICA,22,17,0.09894670514903162,15.561125600001105
0,ICA,22,18,0.10483543888026617,25.083778600001096
0,ICA,22,19,0.1087765536567983,1008.0313279000002
0,ICA,23,1,0.0,0.2368120999999519
0,ICA,23,2,0.06645259659487698,0.10154619999957504
0,ICA,23,3,0.06934755109383299,0.26727150000078836
0,ICA,23,4,0.04359372588232178,0.21879860000262852
0,ICA,23,5,0.09514532557925079,3.019894500001101
0,ICA,23,6,0.13984019741732973,19.907809399999678
0,ICA,23,7,0.12746875738524058,20.339408600000752
0,ICA,23,8,0.10832600662236351,40.5382411999999
0,ICA,23,9,0.09545758466699487,20.255802100000437
0,ICA,23,10,0.10184612755905607,38.69236730000193
0,ICA,23,11,0.10560055762427809,56.07045780000044
0,ICA,23,12,0.11640593500775474,45.45472739999968
0,ICA,23,13,0.1369844591036905,44.94542469999942
0,ICA,23,14,0.13025069060140743,40.43965859999662
0,ICA,23,15,0.0997685790640985,26.834622999998828
0,ICA,23,16,0.11494490984300046,18.871473700000934
0,ICA,23,17,0.1298415627226681,10.442022399998677
0,ICA,23,18,0.12873241281875625,17.114869400000316
0,ICA,23,19,0.10845711257217576,31.489557500000956
0,ICA,24,1,0.0,0.14740339999843854
0,ICA,24,2,0.0011191316720070017,0.36654429999907734
0,ICA,24,3,0.04841965987112579,3.5249079999994137
0,ICA,24,4,0.056488350220236065,8.129740000003949
0,ICA,24,5,0.05465826505708244,5.129862699999649
0,ICA,24,6,0.050485056546687106,5.973357599999872
0,ICA,24,7,0.12621631541311473,13.337485100004415
0,ICA,24,8,0.10104331341721882,9.432658600002469
0,ICA,24,9,0.08474379010158586,15.084474100003717
0,ICA,24,10,0.09955597672537465,8.756066400004784
0,ICA,24,11,0.14239596169260108,3.845113000003039
0,ICA,24,12,0.133594791679511,39.56038870000339
0,ICA,24,13,0.12440895439109964,83.81042049999814
0,ICA,24,14,0.11206301998883665,37.87406439999904
0,ICA,24,15,0.1259830217449,64.082155899996
0,ICA,24,16,0.09641010087587387,32.3541722000009
0,ICA,24,17,0.12480587369103403,28.71779239999887
0,ICA,24,18,0.12235975438090275,53.37182319999556
0,ICA,24,19,0.13090055433061173,24.687908600004448
0,ICA,25,1,0.0,0.6731566000016755
0,ICA,25,2,0.0011191316720070017,0.29705039999680594
0,ICA,25,3,0.01745202245528923,0.49489700000412995
0,ICA,25,4,0.02824249455555175,0.9794183000049088
0,ICA,25,5,0.07492319396514478,2.892756499997631
0,ICA,25,6,0.10444572990067066,10.041058399998292
0,ICA,25,7,0.13488326613343635,9.611252100003185
0,ICA,25,8,0.09880755559392931,7.9088533999965875
0,ICA,25,9,0.09292618513492855,2.126649300000281
0,ICA,25,10,0.10515040416717619,7.179693600002793
0,ICA,25,11,0.09110462188623343,9.204118800000288
0,ICA,25,12,0.09815692488038325,14.98319459999766
0,ICA,25,13,0.11153366124596541,13.911504300005618
0,ICA,25,14,0.113828844254423,30.056010000000242
0,ICA,25,15,0.1023496253607281,26.101625500006776
0,ICA,25,16,0.09824731685792898,12.67608140000084
0,ICA,25,17,0.11415607629959518,27.190463699997053
0,ICA,25,18,0.12095863412531482,72.65580469999986
0,ICA,25,19,0.10934101050089692,62.81928579999658
0,ICA,26,1,0.0,0.6922616000010748
0,ICA,26,2,0.001343578615678986,0.9016312000021571
0,ICA,26,3,0.011079012309734477,3.2852100000018254
0,ICA,26,4,0.07069854532132916,10.325004600003012
0,ICA,26,5,0.0842879424730734,12.78196780000144
0,ICA,26,6,0.06720559468030636,17.803790800004208
0,ICA,26,7,0.07780226718101234,18.010231000000203
0,ICA,26,8,0.10703939007673141,15.957656599995971
0,ICA,26,9,0.1013859732393167,30.94297430000006
0,ICA,26,10,0.10742385249799909,26.41048050000245
0,ICA,26,11,0.10340850307528705,35.295195099999546
0,ICA,26,12,0.11069679816159685,24.22350120000192
0,ICA,26,13,0.10262203386793892,18.897885099999257
0,ICA,26,14,0.11385870993700273,9.220080300001428
0,ICA,26,15,0.08623050588364248,11.83728350000456
0,ICA,26,16,0.08535173547684372,22.72602850000112
0,ICA,26,17,0.08988890351091308,39.82708360000106
0,ICA,26,18,0.08789086936064075,26.75120039999456
0,ICA,26,19,0.10565019984952267,10.519302799999423
0,ICA,27,1,0.0,0.07071600000199396
0,ICA,27,2,0.0012349179952028404,0.35971840000274824
0,ICA,27,3,0.003281462877731669,0.6231912999937776
0,ICA,27,4,0.005062667382506933,0.883135999996739
0,ICA,27,5,0.05146134920186295,1.0346466000046348
0,ICA,27,6,0.05666819713996738,1.0172479000029853
0,ICA,27,7,0.13113242552795543,3.426271299998916
0,ICA,27,8,0.09326057795367193,10.848026200001186
0,ICA,27,9,0.0957293754875466,48.091425999999046
0,ICA,27,10,0.09410062403502566,29.479422299998987
0,ICA,27,11,0.08414468864645626,40.46005769999465
0,ICA,27,12,0.08654722922253075,53.228799899996375
0,ICA,27,13,0.08053432322085233,24.856838500003505
0,ICA,27,14,0.0982903912786668,53.47147279999626
0,ICA,27,15,0.08381374404620884,33.96090739999636
0,ICA,27,16,0.09939596107329615,38.660369600002014
0,ICA,27,17,0.10049091785701303,33.95281260000047
0,ICA,27,18,0.08746544235825408,16.719162599998526
